sector,asset_id,old_top_parent,new_top_parent,immediate_owner_also_changed
Coal Plant,G100000100849,E100000000111|E100001000348|E100001010595|E100001015587|E100001015833|E100002000008,E100000000111|E100001000348|E100001010595|E100001014314|E100001015587|E100001015833,False
Coal Plant,G100000110311,E100000000376|E100000000388|E100000123261|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833,E100000000376|E100000000388|E100000123261|E100001000079|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833|E100001016749|E100002001974|E100002002996|E100002021876|E100002021877,False
Coal Plant,G100000102785,E100000000443|E100000000453|E100000132388,E100000000443|E100000000450|E100000000453|E100000000458|E100000001889|E100000001906|E100000003523|E100000132388|E100001000203|E100002003263|E100002015161|E100002016719|E100002016720|E100002016721|E100002016722|E100002016724|E100002021934,False
Coal Plant,G100000109496,E100000120065,E100000120065|E100001001019|E100002024786|E100002024787|E100002024788,False
Coal Plant,G100000103594,E100000001309,E100000001309|E100000001534|E100000123261|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000101263,E100000001534|E100001000348|E100001010595|E100001015587|E100001015833,E100000001534|E100000123261|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000108716,E100000000655|E100000000663,E100000000655|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000100326,E100001000348|E100001000641|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100001000348|E100001000641|E100001010595|E100001010596|E100001010597|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000110418,E100000120871|E100000121156,E100000120871|E100000121156|E100000123261,False
Coal Plant,G100000107826,E100001000485,E100001000486|E100002009039,True
Coal Plant,G100000113025,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000107940,E100000001305|E100001000348|E100001000901|E100001010595|E100001010596|E100001010705|E100001010706|E100001010707|E100001014849|E100001015587|E100001015644|E100001015833,E100000001305|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000103042,E100000000407|E100000000426|E100000000433|E100000000839|E100000000845|E100000123261|E100001000330|E100001000348|E100001010595|E100001010813|E100001010814|E100001010815|E100001010816|E100001015587|E100001015833,E100000000407|E100000000426|E100000000433|E100000000839|E100000000845|E100000123261|E100000133542|E100000134222|E100000136108|E100000152856|E100001000178|E100001000179|E100001000330|E100001000348|E100001000382|E100001010595|E100001010596|E100001010813|E100001010814|E100001010815|E100001010816|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002016992|E100002021278|E100002021786|E100002022203,False
Coal Plant,G100000107400,E100001000382|E100001000397|E100001000440|E100001015587|E100001016559,E100001000382|E100001000397|E100001000440|E100001015587|E100001016559|E100002001974,False
Coal Plant,G100000114550,E100000000111|E100001000348|E100001010595|E100001015587|E100001015833|E100002000008,E100000000111|E100001000348|E100001010595|E100001014314|E100001015587|E100001015833,False
Coal Plant,G100000101802,E100000000174|E100000000186,E100000000174|E100000000186|E100001000829,False
Coal Plant,G100000105662,E100000001309,E100000001309|E100000001534|E100000123261|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000113642,E100000125906|E100000132388,E100000120243|E100000132388|E100001015587|E100002022920|E100002022921,False
Coal Plant,G100000102597,E100000000433|E100000000839|E100000000845|E100000001454|E100000123261|E100001000089|E100001000330|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100000001454|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000103636,E100000000658|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000658|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000105359,E100000000064,E100002001974|E100002015256,False
Coal Plant,G100000101971,E100000000245,E100000000245|E100000125903|E100000132388|E100000180733|E100001000328|E100001015587|E100002022845,False
Coal Plant,G100000106035,E100000000335|E100000002765|E100001010089|E100001010349,E100000000335|E100000002765|E100000123261|E100001010089|E100001010349,False
Coal Plant,G100000107647,E100000000339|E100001010063|E100001010064|E100001010591,E100000000018|E100000000339|E100000001534|E100000123261|E100000129050|E100000135826|E100000139852|E100000181249|E100001000348|E100001010063|E100001010064|E100001010427|E100001010428|E100001010429|E100001010595|E100001015587|E100001015833|E100001016380|E100001016390|E100002005438|E100002015130|E100002015131|E100002015132|E100002021743|E100002021744|E100002021760|E100002021813|E100002022039|E100002022843,False
Coal Plant,G100000101951,E100000000955|E100001000729|E100001000730,E100000000947|E100000000955|E100000000962|E100000123261|E100001000729|E100001000730|E100001015587|E100002004569|E100002017010|E100002025041,False
Coal Plant,G100000103662,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000108795,E100001000397|E100001000741|E100001000742,E100001000741|E100001000742,False
Coal Plant,G100000109405,E100001010086,E100000121051|E100001015587|E100002016297,False
Coal Plant,G100000107548,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,False
Coal Plant,G100000100257,E100001000485,E100001000486|E100002009039,True
Coal Plant,G100000109841,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000100054,E100000001148,E100000123261|E100001015587|E100002016367|E100002016370,False
Coal Plant,G100000100652,E100000123261|E100001000396|E100001000397|E100001000520|E100001015587,E100001000396|E100001000397|E100001015587,False
Coal Plant,G100000106772,E100000120912|E100000121289,E100000120912|E100000121289|E100001014871,False
Coal Plant,G100000108729,E100000000839|E100000000845|E100000000864|E100000001471|E100000121235|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001010822|E100001011107|E100001011108|E100001015587|E100001015833,E100000000839|E100000000845|E100000000864|E100000001471|E100000121235|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001010822|E100001011107|E100001011108|E100001015587|E100001015833|E100002001974|E100002015956,False
Coal Plant,G100000105354,E100000001078|E100000001080|E100000121372|E100001000333,E100000001078|E100000001080|E100000121372|E100001000095|E100001000333|E100001011044|E100001015587,False
Coal Plant,G100000108342,E100000000174,E100000000174|E100001000829,False
Coal Plant,G100000103102,E100000120308,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100000106188,E100000001940|E100000121405|E100000123261|E100001000397|E100001000520|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,E100000000528|E100000001940|E100000121405|E100000123261|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,False
Coal Plant,G100000100480,E100000000817|E100000120213,E100000120213,False
Coal Plant,G100000101072,E100000001642|E100000002328,E100000002328|E100000123261|E100001000348|E100001010595|E100001014861|E100001015587|E100001015833|E100002015172|E100002015173|E100002015175,False
Coal Plant,G100000102877,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000108124,E100000000376|E100000000388|E100000123261|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833,E100000000376|E100000000388|E100000123261|E100001000079|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833|E100001016749|E100002001974|E100002002996|E100002021876|E100002021877,False
Coal Plant,G100000108151,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,True
Coal Plant,G100000108034,E100001011858,E100000123261|E100001011858,False
Coal Plant,G100000108637,E100000001937|E100001000083|E100001001127|E100001001128,E100000001937|E100001000083|E100001001127|E100001015587|E100002007599,False
Coal Plant,G100000109993,E100000001210,E100000001210|E100001000348|E100001010595|E100001010596|E100001015587|E100001015832|E100001015833,False
Coal Plant,G100000109750,E100000001135,E100000001135|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000107746,E100002000177,E100000121110|E100002000177,True
Coal Plant,G100000109473,E100000000337|E100000123261|E100001000483|E100001000484|E100001015587,E100000123261|E100002010775,False
Coal Plant,G100000111273,E100000000481,E100000000481|E100001015587|E100002022215|E100002022216,False
Coal Plant,G100000104786,E100000001289,E100000001289|E100002001974,False
Coal Plant,G100000109220,E100000000483|E100000123311|E100000125922|E100001000398,E100000000273|E100000000483|E100000001422|E100000123311|E100000125922|E100001000398,False
Coal Plant,G100000109986,E100000001940|E100000121405|E100000123261|E100001000397|E100001000520|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,E100000000528|E100000001940|E100000121405|E100000123261|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,False
Coal Plant,G100000106498,E100000000174|E100000124075|E100000126018,E100000000174|E100000124075|E100000126018|E100001000829,False
Coal Plant,G100000114590,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000103987,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000102851,E100000000161|E100000000483|E100000125536|E100000125537,E100000000161|E100000000273|E100000000483|E100000001422|E100000125536|E100000125537,False
Coal Plant,G100000113076,E100000000491,E100000000491|E100000124156,False
Coal Plant,G100000103748,E100000000630|E100000000659|E100000001533|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001000894|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000630|E100000000659|E100000001533|E100000123261|E100000133542|E100000134222|E100000136108|E100000192529|E100001000178|E100001000179|E100001000348|E100001000382|E100001000894|E100001010595|E100001010596|E100001011136|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000106542,E100000121284|E100000123261|E100001011326|E100001011327|E100001011329|E100002003268,E100000121284|E100000123261|E100001011326|E100001011327|E100001011329,True
Coal Plant,G100000100964,E100000000646|E100000000657|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000249|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000646|E100000000657|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000249|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000101688,E100000000804,E100000132388|E100002021189,False
Coal Plant,G100000107130,E100000001269,E100000001269|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000100015,E100000000834|E100000158306|E100001000089|E100001000348|E100001010595|E100001010862|E100001014359|E100001015587|E100001015833,E100000000834|E100000123261|E100000158306|E100001000348|E100001010595|E100001010862|E100001014888|E100001015587|E100001015833,False
Coal Plant,G100000106469,E100001001070,E100000123261|E100001000082|E100001001070|E100001015587|E100002001974|E100002003008|E100002016831|E100002016832|E100002016833|E100002016834|E100002022475|E100002022476,False
Coal Plant,G100000110232,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,False
Coal Plant,G100000113403,E100000121175|E100000123261|E100001015587|E100001015964|E100001015965|E100001015966|E100001015967|E100002008031,E100000121175|E100000123261|E100001000397|E100001000520|E100001015587|E100001015964|E100001015965|E100001015966|E100001015967|E100002008031,False
Coal Plant,G100000109368,E100000120766,E100002016115,False
Coal Plant,G100000115321,E100000001416|E100000123006|E100000124946|E100000124950|E100000125217|E100000125220|E100000125244|E100000125266|E100000125333|E100000125376|E100000125748|E100000125751|E100000125752|E100000132388|E100001000086,E100000001416|E100000123006|E100000124946|E100000124950|E100000125217|E100000125220|E100000125244|E100000125266|E100000125333|E100000125376|E100000125748|E100000125751|E100000125752|E100000132388|E100001000086|E100001014866,False
Coal Plant,G100000111448,E100000000157|E100000001663|E100000123823|E100000125528|E100000125678|E100000125967|E100000125968|E100000125969|E100000132388,E100000000157|E100000000641|E100000000947|E100000000962|E100000001663|E100000123261|E100000123823|E100000125528|E100000125678|E100000125967|E100000125969|E100000132388|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001000730|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002004569|E100002011285|E100002022203|E100002025041,False
Coal Plant,G100000104993,E100000000824|E100000000825|E100000000832|E100000132388|E100001010777|E100002000351,E100000000394|E100000000824|E100000000825|E100000000832|E100001000348|E100001010595|E100001010777|E100001015587|E100001015833|E100001016577|E100002000351|E100002021872|E100002021873|E100002022056,False
Coal Plant,G100000105457,E100000132388|E100001000534,E100001000534|E100001000535|E100001015587,False
Coal Plant,G100000108663,E100000000336|E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010007|E100001010442|E100001010595|E100001015587|E100001015833,E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010007|E100001010442|E100001010595|E100001015587|E100001015833|E100002001974|E100002021916|E100002021917|E100002021918,False
Coal Plant,G100000114124,E100000000630|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000630|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000100743,E100000002281|E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002004748,E100000002281|E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002001974|E100002004748,False
Coal Plant,G100000108066,E100001000012|E100001001041,E100001000012|E100001001041|E100001015587,False
Coal Plant,G100000105758,E100000000433|E100000000839|E100000000845|E100000001454|E100000123261|E100001000089|E100001000330|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100000001454|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000114215,E100000120031,E100000120031|E100000123261,False
Coal Plant,G100000110840,E100000123770|E100000124823|E100000125906|E100000132388,E100000120243|E100000123770|E100000124823|E100000132388|E100001015587|E100002022920|E100002022921,False
Coal Plant,G100000100522,E100000123261|E100000132388|E100000134268|E100002000310,E100000120024,False
Coal Plant,G100000110433,E100000001785|E100001000924,E100000001785|E100000121188|E100001000924,False
Coal Plant,G100000114341,E100000123261|E100000126498,E100000132388,False
Coal Plant,G100000114584,E100000001324,E100000001324|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,True
Coal Plant,G100000100700,E100000000157|E100000000174,E100000000157|E100000000174|E100001000829,False
Coal Plant,G100000107649,E100000000826|E100001001041,E100000000826|E100001001041|E100001015587,True
Coal Plant,G100000109218,E100000000483|E100000125922,E100000000273|E100000000483|E100000001422|E100000125922,False
Coal Plant,G100000108053,E100000000339|E100001010063|E100001010064|E100001010069|E100001010591,E100000000018|E100000000339|E100000001534|E100000123261|E100000129050|E100000135826|E100000139852|E100000181249|E100001000348|E100001010063|E100001010064|E100001010069|E100001010427|E100001010428|E100001010429|E100001010595|E100001015587|E100001015833|E100001016380|E100001016390|E100002005438|E100002015130|E100002015131|E100002015132|E100002021743|E100002021744|E100002021760|E100002021813|E100002022039|E100002022843,False
Coal Plant,G100000105590,E100000000476,E100000000476|E100001000450|E100001015587|E100002017076|E100002017077|E100002021935,False
Coal Plant,G100000108688,E100000000826|E100000001612|E100001001041,E100000000826|E100000001612|E100001001041|E100001015587,False
Coal Plant,G100000106740,E100000000641|E100000123261|E100001000178|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016492|E100001016498,E100000000641|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000105356,E100000000064,E100002001974|E100002015256,False
Coal Plant,G100000100731,E100000000826|E100001001041,E100000000826|E100001001041|E100001015587,False
Coal Plant,G100000114814,E100001000405|E100001015677|E100001016362,E100000001005|E100001000405|E100001015587|E100002005441|E100002024564|E100002024565|E100002024566,False
Coal Plant,G100000114606,E100000000433|E100000000839|E100000000845|E100000001454|E100000123261|E100001000089|E100001000330|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100000001454|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000100784,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100001017730,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100000101897,E100000001937|E100001001127|E100001001128,E100000001937|E100001001127|E100002007599,False
Coal Plant,G100000106138,E100000120223|E100000121290|E100001000086|E100001000514,E100000120223|E100000121290|E100001000086|E100001000514|E100001014866,False
Coal Plant,G100000105957,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,False
Coal Plant,G100000100359,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001015587|E100001015833,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001011107|E100001011108|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000107724,E100000000630|E100000000649|E100000000659|E100000000806|E100000001371|E100000001533|E100000120026|E100000123261|E100000132388|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001000511|E100001000894|E100001001034|E100001011617|E100001015587|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000630|E100000000649|E100000000659|E100000000806|E100000001371|E100000001533|E100000120026|E100000123261|E100000133542|E100000134222|E100000136108|E100000192529|E100001000178|E100001000179|E100001000348|E100001000382|E100001000511|E100001000894|E100001001034|E100001010595|E100001010596|E100001011136|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002008182|E100002011285|E100002022203|E100002022406|E100002022911|E100002022912,False
Coal Plant,G100000102267,E100000000815|E100000123261|E100000132388|E100001010711,E100000000815|E100000123261|E100000132388|E100001010711|E100001010712|E100001015587|E100002021936|E100002021937,False
Coal Plant,G100000102396,E100000000826|E100001001041,E100000000826|E100001001041|E100001015587,False
Coal Plant,G100000101176,E100000001164|E100000001534|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001164|E100000001534|E100000123261|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000107547,E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001015587|E100001015833,E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000103846,E100000001642|E100000002328,E100002024437,False
Coal Plant,G100000105679,E100000120243|E100000120543,E100000120243|E100001015587|E100002018990|E100002022920|E100002022921,False
Coal Plant,G100000101479,E100000000174,E100000000174|E100001000829,False
Coal Plant,G100001018068,E100000000339|E100000132388|E100001000392|E100001010063|E100001010064,E100000123261|E100000132388|E100001010063|E100002021743|E100002021744,False
Coal Plant,G100000108386,E100000004303|E100000121528|E100001000204|E100001000537|E100001015587,E100000004303|E100000120373|E100000121116|E100000121154|E100000187293|E100000187294|E100001000204|E100001000537|E100001001129|E100001012497|E100001015587|E100002012052|E100002012053,False
Coal Plant,G100000106539,E100000121284|E100000123261|E100001011326|E100001011327|E100001011329|E100002003268,E100000121284|E100000123261|E100001011326|E100001011327|E100001011329,True
Coal Plant,G100000110425,E100001011249|E100001011250,E100001011250|E100002019329,True
Coal Plant,G100000100334,E100001000094|E100001000273,E100001000094|E100001000273|E100001015587,False
Coal Plant,G100000105939,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,False
Coal Plant,G100000108241,E100000120289|E100001000596,E100000120355|E100001000596,False
Coal Plant,G100000110060,E100000002054|E100001015587|E100002005553|E100002007991|E100002007992,E100000000786|E100000002054|E100001015587|E100002005553|E100002007991|E100002007992|E100002017466,False
Coal Plant,G100000107214,E100000001986|E100001000178|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016492|E100001016498|E100002000067,E100000001986|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000100459,E100001000736|E100001001048|E100001010635|E100001010637|E100001010783|E100001015587|E100001016749,E100001000397|E100001000520|E100001000736|E100001010635|E100001010637|E100001010783|E100001011055|E100001015587|E100001016749|E100002021877,False
Coal Plant,G100000114605,E100000001222,E100000123261|E100002003623|E100002003624|E100002003625,False
Coal Plant,G100000114809,E100000121462|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000121462|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000105540,E100000002143|E100000120065|E100001000318,E100000002143|E100000120065|E100001000318|E100001001019|E100002024786|E100002024787|E100002024788,False
Coal Plant,G100000105165,E100000001663|E100000123261|E100000123823|E100000123826|E100000124606|E100000125090|E100000125528|E100000125678|E100000125967|E100000125968|E100000125969|E100000132388,E100000000641|E100000000947|E100000000962|E100000001663|E100000123261|E100000123823|E100000123826|E100000124606|E100000125090|E100000125528|E100000125678|E100000125967|E100000125969|E100000132388|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001000730|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002004569|E100002011285|E100002022203|E100002025041,False
Coal Plant,G100000114102,E100000000815|E100000123261|E100000132388|E100001010711,E100000000815|E100000123261|E100000132388|E100001010711|E100001010712|E100001015587|E100002021936|E100002021937,False
Coal Plant,G100000107180,E100000121057|E100000132388|E100001001085,E100000121057|E100001001085|E100001015587,False
Coal Plant,G100000107657,E100000000651|E100000123261|E100000123413|E100000132388|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000651|E100000123261|E100000123413|E100000132388|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000109551,E100001000736|E100001001048|E100001010635|E100001010637|E100001010783|E100001015587|E100001016749,E100001000397|E100001000520|E100001000736|E100001010635|E100001010637|E100001010783|E100001011055|E100001015587|E100001016749|E100002021877,False
Coal Plant,G100000106872,E100000001139,E100000001139|E100000004265|E100001000348|E100001010595|E100001010596|E100001014434|E100001015587|E100001015833|E100001016645,False
Coal Plant,G100000110185,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100000103513,E100000000114,E100000000114|E100001014312|E100001015587|E100001015800,False
Coal Plant,G100000100894,E100000000188|E100000000239|E100000000247|E100000000273|E100000123261|E100000125088|E100000125089|E100000125555|E100000132388|E100001000086,E100000000188|E100000000239|E100000000247|E100000000273|E100000123261|E100000125088|E100000125089|E100000125555|E100000132388|E100001000086|E100001014866,False
Coal Plant,G100000100131,E100000001311,E100000002769|E100002001974,False
Coal Plant,G100000100825,E100000001926|E100000123261|E100001000397|E100001000520|E100001000703|E100001015587,E100000001926|E100001000397|E100001000520|E100001000703|E100001015587,False
Coal Plant,G100000109867,E100000000641|E100000123261|E100001000178|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016492|E100001016498,E100000000641|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000106911,E100000123261|E100000132388|E100000134268|E100002000310,E100000120024,False
Coal Plant,G100000102628,E100001010674|E100001010675|E100001015587|E100002000010|E100002000013|E100002000014,E100001010674|E100001010675|E100001015587|E100002000010|E100002000013|E100002000014|E100002024165,False
Coal Plant,G100000115718,E100001000094|E100001000273,E100001000094|E100001000273|E100001000861|E100002015267,False
Coal Plant,G100000100745,E100000121429,E100000121429|E100000132388,False
Coal Plant,G100000105576,E100000120718|E100000123261,E100000120718|E100000123261|E100001015587,False
Coal Plant,G100000107000,E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002004748,E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002001974|E100002004748,False
Coal Plant,G100000105747,E100000001322,E100000001322|E100000123261|E100001000348|E100001010595|E100001014849|E100001015587|E100001015833,False
