sector,asset_id,old_top_parent,new_top_parent,immediate_owner_also_changed
Coal Plant,G100000103985,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000114211,E100000000491,E100000000491|E100000002824|E100000124156,False
Coal Plant,G100000109787,E100000002169|E100001015587|E100001015832|E100001015833,E100000001226|E100000002169|E100001000089|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833|E100002015950,False
Coal Plant,G100000110205,E100000001222,E100000123261|E100002003623|E100002003624|E100002003625,False
Coal Plant,G100000108780,E100000001277|E100000002207|E100000002267|E100000004244|E100000132388|E100001001236,E100000001277|E100000002207|E100000002267|E100000004244|E100000132388|E100001001236|E100002001974,False
Coal Plant,G100000100783,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100000103692,E100000001155|E100000001291|E100000001329|E100001000348|E100001010222|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001155|E100000001291|E100000001329|E100001000348|E100001010222|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000107710,E100000001135|E100000001155,E100000001135|E100000001155|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000100984,E100001000736|E100001001048|E100001010635|E100001010637|E100001010783|E100001015587|E100001016749,E100001000397|E100001000520|E100001000736|E100001010635|E100001010637|E100001010783|E100001011055|E100001015587|E100001016749|E100002021877,False
Coal Plant,G100000105613,E100000000868|E100000121185|E100001000094|E100001000270|E100001000979|E100001015297|E100001015298,E100000000868|E100000121185|E100001000094|E100001000270|E100001015297|E100001015298|E100001015587,False
Coal Plant,G100000101953,E100000000947|E100000000962|E100002004569,E100000000947|E100000000962|E100001015587|E100002004569,False
Coal Plant,G100000111515,E100000000868|E100000121185|E100001000094|E100001000270|E100001015297|E100001015298,E100000000868|E100000121185|E100001000094|E100001000270|E100001015297|E100001015298|E100001015587,True
Coal Plant,G100000114681,E100000000658|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000658|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000102966,E100000000826|E100000001612|E100001001041,E100000000826|E100000001612|E100001001041|E100001015587,False
Coal Plant,G100000105334,E100000001940|E100000121405|E100000123261|E100001000397|E100001000520|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,E100000000528|E100000001940|E100000121405|E100000123261|E100001015587|E100001016173|E100001016174|E100001016175|E100001016176,False
Coal Plant,G100000110853,E100000000433|E100000000839|E100000000845|E100000123261|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000103074,E100000000512|E100000123261|E100001015587|E100001016408,E100000000512|E100001015587|E100001016408,False
Coal Plant,G100000111274,E100000000481,E100000000481|E100001015587|E100002022215|E100002022216,False
Coal Plant,G100000114680,E100000000648|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000648|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000110177,E100000000021|E100000000026|E100000000030|E100000000032|E100001011522|E100001014929|E100001014930|E100001014931|E100001015587|E100001016294|E100001016295|E100001016296|E100001016297|E100001016298|E100001016299|E100001016301|E100002007863,E100000000021|E100000000026|E100000000030|E100000000032|E100001000348|E100001000901|E100001010595|E100001010707|E100001011522|E100001014929|E100001014930|E100001015587|E100001015833|E100001016294|E100001016295|E100001016296|E100001016297|E100001016298|E100001016299|E100001016301|E100002001974|E100002007863|E100002017159|E100002021926|E100002021929|E100002022085|E100002022141|E100002022296|E100002022985,False
Coal Plant,G100000104902,E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001015587|E100001015833,E100000000839|E100000000845|E100000001471|E100000123261|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000101134,E100000000339|E100001010063|E100001010064,E100000123261|E100001010063|E100002021743|E100002021744,False
Coal Plant,G100000115359,E100000120543|E100000120928,E100000121080|E100002024548,False
Coal Plant,G100000107712,E100000120428|E100001010879,E100000120428|E100000123261|E100001010879,False
Coal Plant,G100000103676,E100000000882|E100000000893|E100000001358|E100000002158|E100000123261|E100000124527|E100000125870|E100000132388|E100001000198|E100001000280|E100001010605|E100001015587,E100000000882|E100000000893|E100000001358|E100000002158|E100000123261|E100000124191|E100000124527|E100000125870|E100000132388|E100001000198|E100001000280|E100001010605|E100001015587|E100002021869|E100002021870,False
Coal Plant,G100000106338,E100000000407|E100001010813|E100001010814|E100001010815|E100001010816,E100000000407|E100001010813|E100001010814|E100001010815|E100001010816|E100001015587|E100002021278|E100002021786,False
Coal Plant,G100000115142,E100000000039|E100000001781|E100001000100,E100000000039|E100000001781|E100001000100|E100002017822,False
Coal Plant,G100000108231,E100000001324,E100000001324|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000100593,E100000120308,E100000123261|E100001000558|E100001015587|E100001016340|E100001016341|E100001016342|E100002022376,False
Coal Plant,G100000106064,E100000001140|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001140|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000100956,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001015587|E100001015833,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001011107|E100001011108|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000103749,E100000000630|E100000000659|E100000001533|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001000894|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000630|E100000000659|E100000001533|E100000123261|E100000133542|E100000134222|E100000136108|E100000192529|E100001000178|E100001000179|E100001000348|E100001000382|E100001000894|E100001010595|E100001010596|E100001011136|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000114654,E100000000433|E100000000839|E100000000845|E100000001454|E100000123261|E100001000089|E100001000330|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100000001454|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000108902,E100000121206|E100000123261|E100001010948,E100000121206|E100000123261|E100001010948|E100001015587,False
Coal Plant,G100001000206,E100001000382|E100001000397|E100001000440|E100001015587|E100001016559,E100001000382|E100001000397|E100001000440|E100001015587|E100001016559|E100002001974,False
Coal Plant,G100000100604,E100001000832|E100001001042,E100000001926|E100001000397|E100001015587,True
Coal Plant,G100000106306,E100000000111|E100001000348|E100001010595|E100001015587|E100001015833|E100002000008,E100000000111|E100001000348|E100001010595|E100001014314|E100001015587|E100001015833,False
Coal Plant,G100000111748,E100000001062|E100000001073|E100000004388|E100001000722,E100000001062|E100000001073|E100000004388|E100000123261|E100001000722,False
Coal Plant,G100000100680,E100000000014|E100000001534|E100001000348|E100001010427|E100001010428|E100001010429|E100001010595|E100001010787|E100001015587|E100001015833|E100001016380|E100001016390,E100000000014|E100000001534|E100000123261|E100000129050|E100000135826|E100000139852|E100000181249|E100001000348|E100001010427|E100001010428|E100001010429|E100001010595|E100001010787|E100001015587|E100001015833|E100001016380|E100001016390|E100002005438|E100002015130|E100002015131|E100002015132|E100002021813|E100002022039|E100002022079|E100002022080|E100002022843,False
Coal Plant,G100000111277,E100000000163|E100000000226|E100000000247|E100000001663|E100000123823|E100000124297|E100000125501|E100000125528|E100000125678|E100000125967|E100000125968|E100000125969|E100000132388|E100001000086,E100000000163|E100000000226|E100000000247|E100000000641|E100000000947|E100000000962|E100000001663|E100000123261|E100000123823|E100000124297|E100000125501|E100000125528|E100000125678|E100000125967|E100000125969|E100000132388|E100000133542|E100000134222|E100000136108|E100001000086|E100001000178|E100001000179|E100001000348|E100001000382|E100001000730|E100001010595|E100001010596|E100001011617|E100001014866|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002004569|E100002011285|E100002022203|E100002025041,False
Coal Plant,G100000108686,E100000000826|E100000001612|E100001001041,E100000000826|E100000001612|E100001001041|E100001015587,False
Coal Plant,G100000100928,E100000000678|E100000120850|E100000131639|E100001011295,E100002005681,True
Coal Plant,G100000101819,E100000004244,E100000004244|E100002001974,False
Coal Plant,G100000101254,E100002000070,E100000000170|E100002000070,True
Coal Plant,G100000101569,E100000123261|E100000131685|E100001000397|E100001000520|E100001000609|E100001010637|E100001010783|E100001015587|E100001016506|E100001016749,E100000131685|E100000136992|E100001000348|E100001000397|E100001000520|E100001000609|E100001010595|E100001010637|E100001010783|E100001011055|E100001015587|E100001015833|E100001016506|E100001016749|E100002021877,False
Coal Plant,G100000110369,E100000000849|E100000000851|E100001000090|E100001010119|E100001015587|E100001016577,E100000000851|E100001000090|E100001010119|E100001015587|E100001016577,False
Coal Plant,G100000102596,E100000000433|E100000000839|E100000000845|E100000001454|E100000123261|E100001000089|E100001000330|E100001000348|E100001010595|E100001014359|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100000001454|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000107678,E100000000376|E100000000388|E100000123261|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833,E100000000376|E100000000388|E100000123261|E100001000079|E100001000348|E100001010595|E100001011055|E100001015587|E100001015833|E100001016749|E100002001974|E100002002996|E100002021876|E100002021877,False
Coal Plant,G100000103984,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000106822,E100000001926|E100001000397|E100001000485|E100001015587,E100000001926|E100001000397|E100001000486|E100001015587|E100002009039,False
Coal Plant,G100000108883,E100000001267|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001267|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000101842,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000105170,E100001000086|E100001000514,E100001000086|E100001000514|E100001014866,False
Coal Plant,G100000108827,E100000123261|E100000132388|E100000134268|E100002000310,E100000120024,False
Coal Plant,G100000115749,E100000000815|E100000121115|E100000123261|E100000132388|E100001010711|E100001010747,E100000000815|E100000121115|E100000123261|E100000132388|E100001010711|E100001010712|E100001010747|E100001015587|E100002021936|E100002021937,False
Coal Plant,G100000101690,E100000001642|E100000002328|E100000123261|E100000132388|E100001010205,E100000001143|E100000002328|E100000123261|E100000132388|E100001000348|E100001010205|E100001010595|E100001014861|E100001015587|E100001015833|E100002015172|E100002015173|E100002015175|E100002022051|E100002022052|E100002022053,False
Coal Plant,G100000102512,E100000001926|E100000123261|E100001000397|E100001000520|E100001000703|E100001015587,E100000001926|E100001000397|E100001000520|E100001000703|E100001015587,False
Coal Plant,G100000107165,E100000000185|E100001000328|E100001000475|E100001010848,E100000000185|E100000125903|E100001000328|E100001000475|E100001010848|E100002022845,False
Coal Plant,G100000113837,E100000000935,E100000000935|E100000123261|E100001015587,False
Coal Plant,G100000109281,E100000001982|E100001000178|E100001000382|E100001010435|E100001011617|E100001016125|E100001016126|E100001016492|E100001016498,E100000001982|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010435|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000100957,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001015587|E100001015833,E100000000839|E100000000845|E100000000864|E100000001471|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001011107|E100001011108|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000106293,E100000000815|E100000123261|E100000132388|E100001010711,E100000000815|E100000123261|E100000132388|E100001010711|E100001010712|E100001015587|E100002021936|E100002021937,False
Coal Plant,G100000107410,E100000004303|E100001000204,E100000004303|E100000120373|E100001000204,False
Coal Plant,G100000103986,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000100318,E100001000348|E100001000641|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100001000348|E100001000641|E100001010595|E100001010596|E100001010597|E100001015587|E100001015833|E100002001974,False
Coal Plant,G100000101976,E100000000245,E100000000245|E100000125903|E100000132388|E100000180733|E100001000328|E100001015587|E100002022845,False
Coal Plant,G100000104824,E100000123261|E100000130879,E100000123261|E100000130879|E100000132388,False
Coal Plant,G100000100948,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000114111,E100000000319|E100001000262|E100001011382|E100001011383|E100001015587|E100002006637|E100002006638,E100000000319|E100000123261|E100001000262|E100001011382|E100001011383|E100001015587|E100001015909|E100002001974|E100002022065,False
Coal Plant,G100000106633,E100000000706|E100001000411|E100001000412|E100001000413|E100001000414|E100001010643,E100000000706|E100000135826|E100001000348|E100001000411|E100001000412|E100001000413|E100001000414|E100001010595|E100001010643|E100001015587|E100001015833|E100002022970,False
Coal Plant,G100000107367,E100000000433|E100000000839|E100000000845|E100000123261|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,E100000000433|E100000000839|E100000000845|E100001000330|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000110379,E100000000826|E100001001041,E100000000826|E100001001041|E100001015587,True
Coal Plant,G100000101480,E100000000174,E100000000174|E100001000829,False
Coal Plant,G100000100002,E100000001177,E100000001177|E100001000348|E100001000901|E100001010595|E100001010596|E100001010706|E100001010707|E100001014434|E100001014543|E100001015587|E100001015833|E100001016645|E100002001974,False
Coal Plant,G100000109676,E100001000012|E100001001041,E100001000012|E100001001041|E100001015587,False
Coal Plant,G100000107913,E100000000382|E100000000608|E100000000649|E100000000968|E100000123261|E100000132388|E100000133542|E100000134222|E100001000079|E100001000178|E100001000179|E100001000316|E100001000348|E100001000382|E100001000901|E100001001025|E100001010595|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000382|E100000000608|E100000000649|E100000000968|E100000123261|E100000132388|E100000133542|E100000134222|E100000136108|E100001000079|E100001000178|E100001000179|E100001000316|E100001000348|E100001000382|E100001001025|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016127|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000111529,E100000123261|E100001000663|E100001015587,E100000132388|E100001010326,False
Coal Plant,G100000115126,E100000120543|E100000120928,E100000121080|E100002024548,False
Coal Plant,G100000105934,E100000000826|E100000001612|E100001001041,E100000000826|E100000001612|E100001001041|E100001015587,False
Coal Plant,G100000100947,E100000000824|E100000000825|E100000000832|E100000132388|E100001010777|E100002000351,E100000000394|E100000000824|E100000000825|E100000000832|E100001000348|E100001010595|E100001010777|E100001015587|E100001015833|E100001016577|E100002000351|E100002021872|E100002021873|E100002022056,True
Coal Plant,G100000106070,E100000001210,E100000001210|E100001000348|E100001010595|E100001010596|E100001015587|E100001015832|E100001015833,True
Coal Plant,G100000105797,E100000000647|E100001015587,E100000000647|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000107835,E100000000185|E100001000328|E100001000475|E100001010848,E100000000185|E100000125903|E100001000328|E100001000475|E100001010848|E100002022845,False
Coal Plant,G100000106909,E100000123261|E100000132388|E100000134268|E100002000310,E100000120024,False
Coal Plant,G100000102522,E100000000245,E100000000245|E100000125903|E100000132388|E100000180733|E100001000328|E100001015587|E100002022845,False
Coal Plant,G100000101853,E100000001077|E100000001528|E100000120972|E100000123261|E100001000095|E100001000397|E100001000520|E100001010782|E100001010783|E100001010784|E100001010786|E100001015587|E100002009055,E100000001077|E100000001528|E100000120972|E100000123261|E100000133542|E100000134222|E100000136108|E100001000095|E100001000178|E100001000179|E100001000348|E100001000382|E100001000397|E100001000520|E100001010595|E100001010596|E100001010782|E100001010783|E100001010784|E100001010786|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002009055|E100002011285|E100002022203,False
Coal Plant,G100000113364,E100000000501|E100000132388,E100000120767|E100000132388,False
Coal Plant,G100000106999,E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002004748,E100001000348|E100001000901|E100001010595|E100001010707|E100001014543|E100001015587|E100001015833|E100002001974|E100002004748,False
Coal Plant,G100000114037,E100000000174|E100000123261|E100000123918|E100000132388,E100000000174|E100000123261|E100000123918|E100000132388|E100001000829,False
Coal Plant,G100001000203,E100000001926|E100001000397|E100001000485|E100001015587,E100000001926|E100001000397|E100001000486|E100001015587|E100002009039,False
Coal Plant,G100000108184,E100000000476,E100000000476|E100001000450|E100001015587|E100002017076|E100002017077|E100002021935,False
Coal Plant,G100000110088,E100000123261|E100000132388|E100001000397|E100001000516|E100001000519|E100001000520|E100001000521|E100001000522|E100001001119|E100001010033|E100001010034|E100001010035|E100001010036|E100001010037|E100001010147|E100001010148|E100001010823|E100001010824|E100001010825|E100001015587|E100001016565,E100000120686|E100000123261|E100000132388|E100001000397|E100001000520|E100001000522|E100001001118|E100001001119|E100001010037|E100001010823|E100001010824|E100001012692|E100001012693|E100001015587|E100001016652|E100002001974,False
Coal Plant,G100000107809,E100000000652|E100000000687|E100000123261|E100001000178|E100001000348|E100001000382|E100001010595|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016492|E100001016498|E100002004057|E100002004058,E100000000652|E100000000687|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002004057|E100002004058|E100002011285|E100002022054|E100002022055|E100002022203,False
Coal Plant,G100000105132,E100000000174,E100000000174|E100001000829,False
Coal Plant,G100000103679,E100000000882|E100000000893|E100000001358|E100000002158|E100000123261|E100000124527|E100000125870|E100000132388|E100001000198|E100001000280|E100001010605|E100001015587,E100000000882|E100000000893|E100000001358|E100000002158|E100000123261|E100000124191|E100000124527|E100000125870|E100000132388|E100001000198|E100001000280|E100001010605|E100001015587|E100002021869|E100002021870,False
Coal Plant,G100000105475,E100000000414|E100000003757|E100001015587|E100002001932|E100002001934,E100000000414|E100000003757|E100000123261|E100001015587|E100002001932,False
Coal Plant,G100000107824,E100001000485,E100001000486|E100002009039,True
Coal Plant,G100000108135,E100000000079,E100000000079|E100000123261,False
Coal Plant,G100000105533,E100000001140|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001140|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000106427,E100000001305|E100000120009|E100001000348|E100001000901|E100001010595|E100001010596|E100001010705|E100001010706|E100001010707|E100001014849|E100001015587|E100001015644|E100001015833,E100000001305|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000103540,E100000120645|E100001011276,E100000120645|E100001011276|E100001015587,False
Coal Plant,G100001048316,E100000121118,E100000121118|E100000123261,False
Coal Plant,G100000107385,E100000001322,E100000001322|E100000123261|E100001000348|E100001010595|E100001014849|E100001015587|E100001015833,False
Coal Plant,G100000114787,E100000120102|E100000120760,E100000120102|E100001000397|E100001000520|E100001015587|E100002024476|E100002024477,False
Coal Plant,G100000101678,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001329|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000110498,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000110657,E100000000878,E100000000878|E100000123261|E100000132388,False
Coal Plant,G100000109472,E100000000337|E100000123261|E100001000483|E100001000484|E100001015587,E100000123261|E100002010775,False
Coal Plant,G100000101145,E100000000826|E100000001612|E100001001041,E100000000826|E100000001612|E100001001041|E100001015587,False
Coal Plant,G100000109090,E100000001222,E100000123261|E100002003623|E100002003624|E100002003625,False
Coal Plant,G100000109822,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000113074,E100000000491,E100000000491|E100000124156,False
Coal Plant,G100000100952,E100000000537|E100000131399|E100001000084|E100001016129|E100002000442|E100002000443|E100002000444|E100002000445|E100002000446|E100002000447|E100002000448|E100002000449|E100002000450|E100002001203,E100000000537|E100000129050|E100000131399|E100000133214|E100000135826|E100000181249|E100001000084|E100001000348|E100001010595|E100001015587|E100001015833|E100001016129|E100002000442|E100002000443|E100002000444|E100002000445|E100002000446|E100002000447|E100002000448|E100002000449|E100002000450|E100002001203|E100002005438|E100002015174|E100002021813|E100002022843|E100002025348|E100002025349,False
Coal Plant,G100000100664,E100001011093,E100000000533|E100000123261|E100001010774|E100001011093|E100001015296|E100001015587|E100002021585|E100002021586|E100002021587|E100002021588,True
Coal Plant,G100000108591,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000101977,E100000000245,E100000000245|E100000125903|E100000132388|E100000180733|E100001000328|E100001015587|E100002022845,False
Coal Plant,G100000107561,E100000001492|E100000002087|E100000121185|E100001000094|E100001000270|E100001010702|E100001011056|E100001015587,E100000001492|E100000002087|E100000121185|E100001000094|E100001000270|E100001010702|E100001011056|E100001015587|E100002022089,False
Coal Plant,G100000102651,E100001011249|E100001011250,E100000004157|E100001011250,False
Coal Plant,G100000109276,E100000000947|E100000000962|E100002004569,E100000000947|E100000000962|E100001015587|E100002004569,False
Coal Plant,G100000100737,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001194|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000110229,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000132388,False
Coal Plant,G100000101828,E100000001267|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001267|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000107057,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
Coal Plant,G100000110416,E100000000641|E100000121484|E100000123261|E100000133542|E100000134222|E100001000178|E100001000179|E100001000382|E100001011617|E100001015587|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498,E100000000641|E100000121484|E100000123261|E100000133542|E100000134222|E100000136108|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002001974|E100002011285|E100002022203,False
Coal Plant,G100000100793,E100000120231|E100000120607|E100001010798,E100000120231|E100001010798,True
Coal Plant,G100000109682,E100000000699|E100000000706|E100000002008|E100000003527|E100001000368|E100001000411|E100001000412|E100001000413|E100001000414|E100001010643|E100001010855|E100001010856,E100000000699|E100000000706|E100000002008|E100000003527|E100000123261|E100000135826|E100001000348|E100001000368|E100001000411|E100001000412|E100001000413|E100001000414|E100001010595|E100001010643|E100001010855|E100001010856|E100001015587|E100001015833|E100002021971|E100002022048|E100002022970,False
Coal Plant,G100000109827,E100000002128|E100001000277,E100000002128|E100001000277|E100001015587,False
Coal Plant,G100000100903,E100000125906|E100000132388,E100000120243|E100000132388|E100001015587|E100002022920|E100002022921,False
Coal Plant,G100000101956,E100000000947|E100000000962|E100002004569,E100000000947|E100000000962|E100001015587|E100002004569,False
Coal Plant,G100000107749,E100000000813|E100000123261|E100001000104|E100001000105|E100001015587|E100002000141,E100000000651|E100000000813|E100000123261|E100000132388|E100000133542|E100000134222|E100000136108|E100001000103|E100001000104|E100001000105|E100001000178|E100001000179|E100001000348|E100001000382|E100001010595|E100001010596|E100001011617|E100001015587|E100001015833|E100001016125|E100001016126|E100001016255|E100001016256|E100001016257|E100001016492|E100001016498|E100002000141|E100002001974|E100002011285|E100002022069|E100002022070|E100002022203,False
Coal Plant,G100000100938,E100000123261|E100001000404|E100001000753|E100001000857|E100001016419|E100001016421,E100000002078|E100000123261|E100000132388|E100001000857|E100001016419|E100001016421,False
Coal Plant,G100000112941,E100000000252|E100000123261|E100000123794|E100000124453|E100000124527|E100000124585|E100000125551|E100000125675|E100000125870,E100000000252|E100000123261|E100000123794|E100000124191|E100000124453|E100000124527|E100000124585|E100000125551|E100000125675|E100000125870,False
Coal Plant,G100000103644,E100000001305|E100001000348|E100001000901|E100001010595|E100001010596|E100001010705|E100001010706|E100001010707|E100001014849|E100001015587|E100001015644|E100001015833,E100000001305|E100001000348|E100001010595|E100001015587|E100001015833,False
Coal Plant,G100000110202,E100001000736|E100001001048|E100001010635|E100001010637|E100001010783|E100001015587|E100001016749,E100001000397|E100001000520|E100001000736|E100001010635|E100001010637|E100001010783|E100001011055|E100001015587|E100001016749|E100002021877,False
Coal Plant,G100000101237,E100000000176|E100000000481,E100000000176|E100000000481|E100001015587|E100002022215|E100002022216,False
Coal Plant,G100000108721,E100000000839|E100000000845|E100000000864|E100000001471|E100000121235|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001010822|E100001011107|E100001011108|E100001015587|E100001015833,E100000000839|E100000000845|E100000000864|E100000001471|E100000121235|E100000123261|E100001000094|E100001000330|E100001000348|E100001000400|E100001000901|E100001010442|E100001010595|E100001010819|E100001010822|E100001011107|E100001011108|E100001015587|E100001015833|E100002001974|E100002015956,False
Coal Plant,G100000113013,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015644|E100001015833,E100000001193|E100001000348|E100001010595|E100001010596|E100001015587|E100001015833,False
