LEI,ISIN,domestic,equity_like,lei,name,hq,n_assets,lookthrough_assets
2W8N8UU78PMDQKZENC08,IT0005696627,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005696825,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005697054,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699225,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699233,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699266,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699274,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699282,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699290,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699308,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699316,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699324,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699373,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699456,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699878,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005699886,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700379,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700387,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700395,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700403,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700411,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700429,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700437,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700445,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005700452,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005701179,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005701187,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005702144,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005702151,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705402,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705410,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705428,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705436,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705451,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705469,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005705477,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005706525,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005706533,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005706541,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005706871,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005707192,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005707408,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005707416,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005707465,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005707663,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005708059,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005708943,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005708950,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005708968,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005708976,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709115,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709545,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709693,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709701,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709719,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709917,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005709933,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710030,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710162,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710170,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710188,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710196,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710204,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710212,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710220,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710279,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005710931,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005711129,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005711244,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005711319,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005711327,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005711731,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005712663,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005712689,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005712697,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713224,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713273,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713281,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713299,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713307,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713315,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713323,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713331,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713554,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713562,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713802,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713828,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713836,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713844,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713851,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713935,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713943,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713950,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713968,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713976,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713984,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005713992,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714016,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714024,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714032,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714040,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714057,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714065,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714073,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714081,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714099,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714107,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714115,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714123,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714131,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714149,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714156,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714164,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714180,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714198,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714206,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714214,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714222,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714230,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714248,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714255,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714263,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714271,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714289,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714297,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714305,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714313,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714321,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714339,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714347,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714438,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714446,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714461,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714560,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714578,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714586,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714594,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714602,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714610,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714628,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714636,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714644,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714719,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714727,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714735,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714743,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714750,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714768,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714776,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714784,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714792,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714800,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714818,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714826,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714834,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714842,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714859,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714867,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714875,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714883,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714891,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714909,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714974,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714982,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005714990,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715005,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715013,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715021,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715039,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715047,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715054,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715062,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715070,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715088,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715096,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715104,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715112,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715120,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715138,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715146,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
2W8N8UU78PMDQKZENC08,IT0005715153,True,True,2W8N8UU78PMDQKZENC08,Intesa Sanpaolo SpA,Italy,4,0.5233800000000001
