entity_id,name,hq,n_assets,lookthrough_assets,lei,permid,cik,has_lei,has_cik,has_permid,gleif_status,gleif_category
E100000001275,PBF Energy Inc,United States,3,3.0,2549003PBEDCSZMZIY02,5036398194,1534504.0,True,True,True,ACTIVE,GENERAL
E100002011849,Gascogne SA,France,3,3.0,969500DQD951FFTQHE77,4295867618,,True,False,True,ACTIVE,GENERAL
E100000150598,Acciona SA,Spain,3,2.25,54930002KP75TLLLNO21,4295889303,,True,False,True,ACTIVE,GENERAL
E100000130743,Acerinox SA,Spain,3,2.76,95980020140005582721,4295889546,,True,False,True,ACTIVE,GENERAL
E100000000031,Voestalpine AG,Austria,3,3.0,529900ZAXBMQDIWPNB72,4295858976,,True,False,True,ACTIVE,GENERAL
E100000000774,Yara International ASA,Norway,3,3.0,213800WKOUWXWFJ5Z514,4295885383,,True,False,True,ACTIVE,GENERAL
E100001012563,Vår Energi AS,Norway,3,0.165,549300LIVN3FFOJN2K47,4297340468,,True,False,True,ACTIVE,GENERAL
E100001011522,Oberbank AG,Austria,3,0.117572,RRUN0TCQ1K2JDV7MXO75,4295859095,,True,False,True,ACTIVE,GENERAL
E100000131005,Viohalco SA,Belgium,3,2.926,549300U0BOLVY36TGJ31,5040438569,,True,False,True,ACTIVE,GENERAL
E100000130696,Outokumpu Oyj,Finland,3,3.0,5493009YRUJJDCFF0R80,4295866315,,True,False,True,ACTIVE,GENERAL
E100001000407,Anglo American PLC,United Kingdom,3,2.61,549300S9XF92D1X8ME43,4295896494,,True,False,True,ACTIVE,GENERAL
E100001000663,EVRAZ PLC,United Kingdom,3,2.51,5493005B7DAN39RXLK23,5036227579,,True,False,True,ACTIVE,GENERAL
E100002004041,Ferrexpo PLC,United Kingdom,3,3.0,213800CEDKSNUTPAQZ41,4295897873,,True,False,True,ACTIVE,GENERAL
E100001011243,Essity AB,Sweden,3,3.0,549300G8E6YUVJ1DA153,5052544698,,True,False,True,ACTIVE,GENERAL
E100000132348,Warrior Met Coal Inc,United States,3,3.0,549300152B1S9YKBYV79,5050702187,1691303.0,True,True,True,ACTIVE,GENERAL
E100000000735,Akzo Nobel NV,Netherlands,3,3.0,724500XYIJUGXAA5QD70,4295884730,,True,False,True,ACTIVE,GENERAL
E100000001586,Motor Oil Hellas SA,Greece,3,1.85,213800U3Y9UL7Y4QVM11,4295870779,,True,False,True,ACTIVE,GENERAL
E100000001597,Newmont Corp,United States,3,1.17,549300VSP3RIX7FGDZ51,4295904618,1164727.0,True,True,True,ACTIVE,GENERAL
E100001014433,Chesapeake Utilities Corp,United States,3,3.0,254900WW0FDCKAOCKE74,4295903722,19745.0,True,True,True,ACTIVE,GENERAL
E100000000025,Lenzing AG,Austria,3,2.5090000000000003,529900BKFJBI0QRDJH63,4295859038,,True,False,True,ACTIVE,GENERAL
E100001000174,Schroders PLC,United Kingdom,3,2.25,2138001YYBULX5SZ2H24,4295895179,,True,False,True,ACTIVE,GENERAL
E100001014874,NGL Energy Partners LP,United States,3,3.0,5299005YSRP46BE8Z459,5001546121,1504461.0,True,True,True,ACTIVE,GENERAL
E100001015850,Plains GP Holdings LP,United States,3,3.0,549300O56BSKRD8FAM12,5040195514,1581990.0,True,True,True,ACTIVE,GENERAL
E100000001137,Alphabet Inc,United States,3,0.993,5493006MHB84DD0ZWV18,5030853586,1652044.0,True,True,True,ACTIVE,GENERAL
E100002002945,abrdn PLC,United Kingdom,3,1.48,0TMBS544NMO7GLCE7H90,4295897744,,True,False,True,ACTIVE,GENERAL
E100000001303,TexGen Power LLC,United States,3,3.0,5493003XDLS9LCQ3SY55,5064689046,,True,False,True,ACTIVE,GENERAL
E100000000353,Seaboard Corp,United States,3,3.0,87Q3KOXT29OW9W9YPT70,4295904896,88121.0,True,True,True,ACTIVE,GENERAL
E100001014582,Diamondback Energy Inc,United States,3,0.692,549300R22LSX6OHWEN64,5037314809,1539838.0,True,True,True,ACTIVE,GENERAL
E100000001265,New Fortress Energy Inc,United States,3,2.4,254900EICTYTCHA5X705,5056702528,1749723.0,True,True,True,ACTIVE,GENERAL
E100000001307,The Procter & Gamble Co,United States,3,3.0,2572IBTT8CCZW6AU4141,4295903247,80424.0,True,True,True,ACTIVE,GENERAL
E100000001905,Wacker Chemie AG,Germany,2,2.0,0NURKC5Q3CJYZPPK5046,4295869118,,True,False,True,ACTIVE,GENERAL
E100002016647,Mohawk Industries Inc,United States,2,1.0,549300JI1115MG3Q6322,4295904551,851968.0,True,True,True,ACTIVE,GENERAL
E100002016630,KBC Groep NV,Belgium,2,0.011627,213800X3Q9LSAKRUWY91,8589934262,,True,False,True,ACTIVE,GENERAL
E100002005176,Breedon Group PLC,United Kingdom,2,2.0,213800DQGNQE3X76WS92,5060670462,,True,False,True,ACTIVE,GENERAL
E100002006768,Hoffman Green Cement Technologies SA,France,2,2.0,9695000ETCC5C2IUVB29,5060674006,,True,False,True,ACTIVE,GENERAL
E100001014363,Delek Logistics Partners LP,United States,2,0.8300000000000001,549300UVYITDIU51P724,5037639228,1552797.0,True,True,True,ACTIVE,GENERAL
E100000000991,BKW AG,Switzerland,2,0.85,549300IE30SKTUO98Q38,5036198012,,True,False,True,ACTIVE,GENERAL
E100002016305,BKV Corp,United States,2,1.0,549300S3T4Z01TRFU656,5079232949,1838406.0,True,True,True,ACTIVE,GENERAL
E100000149640,Savannah Energy PLC,United Kingdom,2,1.4,2138002YCJORSFH5YR43,5043332835,,True,False,True,ACTIVE,GENERAL
E100001015543,New Jersey Resources Corp,United States,2,2.0,549300QKBSQBIX4DQ583,4295904609,356309.0,True,True,True,ACTIVE,GENERAL
E100000001260,Morgan Stanley ,United States,2,2.0,IGJSJL3JD5P30I6NJZ34,4295904557,751478.0,True,True,True,ACTIVE,GENERAL
E100000131604,Ferroglobe PLC,United Kingdom,2,2.0,2138005GCFJACFTZUD90,5045943900,,True,False,True,ACTIVE,GENERAL
E100000000741,LyondellBasell Industries NV,United Kingdom,2,2.0,BN6WCCZ8OVP3ITUUVN49,5000737707,,True,False,True,ACTIVE,GENERAL
E100001012038,Par Pacific Holdings Inc,United States,2,1.65,549300BTNS7MHSHRLR55,4295913146,821483.0,True,True,True,ACTIVE,GENERAL
E100001014347,CHS Inc,United States,2,1.5,XEIEFTLYDQ1MZ6TZV015,4296341355,,True,False,True,ACTIVE,GENERAL
E100000000747,Stellantis NV,Netherlands,2,2.0,549300LKT9PW7ZIBDF31,5043319761,,True,False,True,ACTIVE,GENERAL
E100002016955,DigitalBridge Group Inc,United States,2,1.0,549300XG87L902AGBO89,5051788025,1679688.0,True,True,True,ACTIVE,GENERAL
E100001014694,Equitrans Midstream Corp,United States,2,0.968,549300RH0NLJNZ5SXU64,5064703981,,True,False,True,ACTIVE,GENERAL
E100001015325,Spire Inc,United States,2,2.0,549300NXSY15DRY2R511,4295903170,1126956.0,True,True,True,ACTIVE,GENERAL
E100001015290,MasTec Inc,United States,2,0.66,549300TMDIT8WREDOF45,4295904485,15615.0,True,True,True,ACTIVE,GENERAL
E100001016091,EQT Corp,United States,2,2.0,4NT01YGM4X7ZX86ISY52,4295903940,33213.0,True,True,True,ACTIVE,GENERAL
E100001000937,Microsoft Corp,United States,2,2.0,INR2EJN1ERAN0W5ZP974,4295907168,789019.0,True,True,True,ACTIVE,GENERAL
E100001016206,Apollo Global Management Inc,United States,2,2.0,254900LMFT1CY9IYB476,5081057199,1858681.0,True,True,True,ACTIVE,GENERAL
E100000132496,Altri SGPS SA,Portugal,2,1.5,213800AKSTYRLHY3X497,4295886906,,True,False,True,ACTIVE,GENERAL
E100001010234,Goldman Sachs Group Inc,United States,2,0.20536,784F5XWPLTWKTBV3E584,4295911963,886982.0,True,True,True,ACTIVE,GENERAL
E100002002980,Holmen AB,Sweden,2,2.0,52990080SH3454F0QE68,4295890003,,True,False,True,ACTIVE,GENERAL
E100000000424,Linde PLC,United Kingdom,2,1.187,5299003QR1WT0EF88V51,5083858869,,True,False,True,ACTIVE,GENERAL
E100000001271,Olin Corp,United States,2,2.0,549300GKK294V7W57P06,4295904649,74303.0,True,True,True,ACTIVE,GENERAL
E100001014067,Aker BP ASA,Norway,2,0.966,549300NFTY73920OYK69,5000013139,,True,False,True,ACTIVE,GENERAL
E100000001895,Siemens Energy AG,Germany,2,0.446,5299005CHJZ14D4FDJ62,5000103308,,True,False,True,ACTIVE,GENERAL
E100000000368,Neste Oyj,Finland,2,0.8,5493009GY1X8GQ66AM14,4295866391,,True,False,True,ACTIVE,GENERAL
E100000001873,Mercedes-Benz Group AG,Germany,2,2.0,529900R27DL06UVNT076,4295869694,,True,False,True,ACTIVE,GENERAL
E100001016841,Sylvamo Corp,United States,2,2.0,5493001AOYU1ZOWOC971,5081156334,1856485.0,True,True,True,ACTIVE,GENERAL
E100000001122,SDCL Energy Efficiency Income Trust PLC,United Kingdom,2,2.0,213800ZPSC7XUVD3NL94,5066594178,,True,False,True,ACTIVE,GENERAL
E100000002326,SunCoke Energy Inc,United States,2,2.0,1KF1J2NXQE2PI0QOB943,5000144454,1514705.0,True,True,True,ACTIVE,GENERAL
E100000001379,Antin Infrastructure Partners SAS,France,2,2.0,2138004PVNAV1E9SZP35,4298099968,,True,False,True,ACTIVE,GENERAL
E100001015606,OKEA ASA,Norway,2,1.12,549300H385IGBB58CN91,5046712862,,True,False,True,ACTIVE,GENERAL
E100001014677,Energean PLC,United Kingdom,1,0.5,549300RVMKU0CYUZBB05,5057763256,,True,False,True,ACTIVE,GENERAL
E100002019782,DNB Bank ASA,Norway,1,0.193,549300GKFG0RYRRQ1414,5000042454,,True,False,True,ACTIVE,GENERAL
E100001014954,EOG Resources Inc,United States,1,1.0,XWTZDRYZPBUHIQBKDB46,4295912113,821189.0,True,True,True,ACTIVE,GENERAL
E100002007205,Martin Marietta Materials Inc,United States,1,1.0,5299005MZ4WZECVATV08,4295904478,916076.0,True,True,True,ACTIVE,GENERAL
E100001014154,Etablissements Maurel & Prom SA,France,1,1.0,969500ZTYI9C1C594X25,4295867116,,True,False,True,ACTIVE,GENERAL
E100002006269,Peab AB,Sweden,1,1.0,549300FQS4VD3153I854,4295889909,,True,False,True,ACTIVE,GENERAL
E100000155483,Atmos Energy Corp,United States,1,1.0,QVLWEGTD2S8GJMO8D383,4295903484,731802.0,True,True,True,ACTIVE,GENERAL
E100001014568,BlueNord ASA,Norway,1,0.368,5967007LIEEXZXGE3C16,4295885634,,True,False,True,ACTIVE,GENERAL
E100001014572,Delek US Holdings Inc,United States,1,0.1669999999999999,5493003O53JMENV1N385,5054562603,1694426.0,True,True,True,ACTIVE,GENERAL
E100001014952,HitecVision AS,Norway,1,0.132202,549300EZZVN3X88FFF47,4297739895,,True,False,True,ACTIVE,GENERAL
E100002007792,Compagnie De Saint-Gobain SA,France,1,0.0,NFONVGN05Z0FMN5PEC35,4295867362,,True,False,True,ACTIVE,GENERAL
E100001014793,Gas Plus SpA,Italy,1,0.15,815600CF7B5169BBF109,4295875865,,True,False,True,ACTIVE,GENERAL
E100002005151,DNO ASA,Norway,1,0.235,5967007LIEEXZXH3K072,5000058043,,True,False,True,ACTIVE,GENERAL
E100000001212,Exelon Corp,United States,1,1.0,3SOUA6IRML7435B56G12,4295903216,1109357.0,True,True,True,ACTIVE,GENERAL
E100002017821,Banco Santander SA,Spain,1,1.0,5493006QMFDDMYWIAM13,8589934205,,True,False,True,ACTIVE,GENERAL
E100001011690,Eversource Energy ,United States,1,0.03,SJ7XXD41SQU3ZNWUJ746,4295903197,72741.0,True,True,True,ACTIVE,GENERAL
E100000001126,Tate & Lyle PLC,United Kingdom,1,1.0,2138008K14474WPKZ244,4295894759,,True,False,True,ACTIVE,GENERAL
E100001011003,Caterpillar Inc,United States,1,0.165,WRJR7GS4GTRECRRTVX92,4295903678,18230.0,True,True,True,ACTIVE,GENERAL
E100002018551,GE Vernova Inc,United States,1,1.0,254900DP080RU6OK2553,5086720112,1996810.0,True,True,True,ACTIVE,GENERAL
E100002007946,Excelerate Energy Inc,United States,1,1.0,254900J6DPU4HB368I65,5082084630,1888447.0,True,True,True,ACTIVE,GENERAL
E100000000773,Wärtsilä Oyj,Finland,1,0.05,743700G7A9J1PHM3X223,4295866556,,True,False,True,ACTIVE,GENERAL
E100002005662,Eastman Chemical Co,United States,1,1.0,FDPVHDGJ1IQZFK9KH630,4295903892,915389.0,True,True,True,ACTIVE,GENERAL
E100000120426,Eramet SA,France,1,1.0,549300LUH78PG2MP6N64,4295867525,,True,False,True,ACTIVE,GENERAL
E100000000051,Tessenderlo Group ,Belgium,1,1.0,549300ZKLIF7RP6EH823,4295859582,,True,False,True,ACTIVE,GENERAL
E100000152186,Heineken NV,Netherlands,1,0.5,724500K5PTPSST86UQ23,4295884692,,True,False,True,ACTIVE,GENERAL
E100000001975,Avio SpA,Italy,1,0.4,8156008F25C4B0E7C860,5046289244,,True,False,True,ACTIVE,GENERAL
E100000001977,ERG SpA,Italy,1,1.0,8156004604684CA44A90,4295875564,,True,False,True,ACTIVE,GENERAL
E100000002474,AstraZeneca PLC,United Kingdom,1,1.0,PY6ZZQWO2IZFZC3IOL08,4295894341,,True,False,True,ACTIVE,GENERAL
E100002000725,Starwood Real Estate Income Trust Inc,United States,1,0.5,5493001K8NJSB0VWJ635,5057957580,,True,False,True,ACTIVE,GENERAL
E100000000397,Bertelsmann SE & Co KGaA,Germany,1,1.0,5299001BUUGXAREGE533,5037662836,,True,False,True,ACTIVE,GENERAL
E100000001880,Henkel AG & Co. KGaA,Germany,1,1.0,549300VZCL1HTH4O4Y49,4295869260,,True,False,True,ACTIVE,GENERAL
E100000001195,Dupont Inc,United States,1,0.1989999999999999,5493004JF0SDFLM8GD76,5050895314,1666700.0,True,True,True,ACTIVE,GENERAL
E100002004703,DCC PLC,Ireland,1,1.0,213800UPS1QEE4TD3T45,4295874865,,True,False,True,ACTIVE,GENERAL
E100000001215,FMC Corp,United States,1,1.0,CKDHZ2X64EEBQCSP7013,4295903957,37785.0,True,True,True,ACTIVE,GENERAL
E100002001024,Porsche Automobil Holding SE,Germany,1,0.153,52990053Z17ZYM1KFV27,4295869130,,True,False,True,ACTIVE,GENERAL
E100001015007,Ferrovial SE,Netherlands,1,0.5,72450022R2ZFL41Y6I04,5068933357,,True,False,True,ACTIVE,GENERAL
E100002016943,Maire SpA,Italy,1,0.3,815600D85A61200A1B83,4295875436,,True,False,True,ACTIVE,GENERAL
E100000131654,Hallador Energy Co,United States,1,1.0,254900GKEQRHOI2SSC19,4295906628,788965.0,True,True,True,ACTIVE,GENERAL
E100002009022,Sonoco Products Co,United States,1,1.0,GKOMIK4RDJGHEF0VNP11,4295904938,91767.0,True,True,True,ACTIVE,GENERAL
E100002009177,HMS Bergbau AG,Germany,1,0.51,5299004BSTX10BXHV941,4298115412,,True,False,True,ACTIVE,GENERAL
E100001016504,Synthesis Energy Systems Inc,United States,1,0.372,5493002R28ZAJ5JZY011,4298052449,1375063.0,True,True,True,ACTIVE,GENERAL
E100000131392,Bisichi PLC,United Kingdom,1,0.625,213800RRWN6ZBPW2ZV03,4295898103,,True,False,True,ACTIVE,GENERAL
E100002003989,Rana Gruber ASA,Norway,1,1.0,5493003MBTQHX9VNKN13,4297660032,,True,False,True,ACTIVE,GENERAL
E100000131012,Metallus Inc,United States,1,1.0,549300QZTZWHDE9HJL14,5041076804,1598428.0,True,True,True,ACTIVE,GENERAL
E100000130755,Leggett & Platt Inc,United States,1,1.0,DKOVQUCDW4ZLYCUD4T55,4295904407,,True,False,True,ACTIVE,GENERAL
E100000130706,Danieli & C Officine Meccaniche SpA,Italy,1,0.999,815600B4B8C6A353E566,4295875649,,True,False,True,ACTIVE,GENERAL
E100000000837,Mota-Engil SGPS SA,Portugal,1,0.529,549300L6RR1203WN9F57,4295886796,,True,False,True,ACTIVE,GENERAL
E100002009511,Rottneros AB,Sweden,1,1.0,213800DM8OBVX8QWUR14,4295890266,,True,False,True,ACTIVE,GENERAL
E100002016964,Société Financière Des Sucres SA,Belgium,1,1.0,549300BNBJMO4DUS6P16,4296020755,,True,False,True,ACTIVE,GENERAL
E100000133586,Voltalia SA,France,1,1.0,969500KE938Z79ZH1N44,4295868335,,True,False,True,ACTIVE,GENERAL
E100002016804,CropEnergies AG,Germany,1,1.0,529900FXN57YQ7H5S098,4295869097,,True,False,True,ACTIVE,GENERAL
E100002016829,LEG Immobilien SE,Germany,1,0.949,391200SO40AKONBO0Z96,5038054895,,True,False,True,ACTIVE,GENERAL
E100002010547,Séché Environnement SA,France,1,1.0,969500R9ENNIN33POO20,4295867408,,True,False,True,ACTIVE,GENERAL
E100000135814,Ameresco Inc,United States,1,1.0,529900NZXZGBCBXYY327,4296288833,1488139.0,True,True,True,ACTIVE,GENERAL
E100000152701,Romande Energie Holding SA,Switzerland,1,0.5,9676008XQ71KDFYUC315,4295890856,,True,False,True,ACTIVE,GENERAL
E100002016729,Webuild SpA,Italy,1,0.5,549300UKR289DF4UXQ47,4295875738,,True,False,True,ACTIVE,GENERAL
E100000132909,Svenska Cellulosa SCA AB,Sweden,1,1.0,549300FW5JDRV1IJ0M67,4295890025,,True,False,True,ACTIVE,GENERAL
E100002016863,Global Dominion Access SA,Spain,1,0.5,95980020140005225955,4298431932,,True,False,True,ACTIVE,GENERAL
E100000120754,LANXESS AG,Germany,1,1.0,529900PTLRE72EMYIJ77,4295870205,,True,False,True,ACTIVE,GENERAL
E100002017187,OPAL Fuels Inc,United States,1,1.0,529900ATA8EX6J0VUZ84,5083373533,1842279.0,True,True,True,ACTIVE,GENERAL
E100002016809,Danone SA,France,1,1.0,969500KMUQ2B6CBAF162,4295867387,,True,False,True,ACTIVE,GENERAL
E100002007354,Monarch Cement Co,United States,1,1.0,549300ZMPJCNSENB3O72,4295914239,735190.0,True,True,True,ACTIVE,GENERAL
