subject,party,party_name,bucket,residual
E100002016967,E100002022249,Vistra Holdings,build-out,False
E100002006726,E100002006731,Sephaku Holdings,build-out,False
E100000134468,E100000123261,natural person(s),build-out,True
E100002024953,E100000001296,Southwest Generation Operating Company,build-out,False
E100002007351,E100002022492,Pro Construção Empreendimentos,build-out,False
E100000127433,E100000123261,natural person(s),build-out,True
E100002007751,E100000001205,Energy Capital Partners Management,build-out,False
E100000131753,E100000123261,natural person(s),build-out,True
E100002016753,E100000000649,Marubeni,build-out,False
E100000133592,E100001015587,small shareholder(s),build-out,True
E100000151577,E100002017130,Vaasan Sähkö,build-out,False
E100000151245,E100001015587,small shareholder(s),build-out,True
E100001010558,E100000002109,Korea Land & Housing,build-out,False
E100002006709,E100000000414,Heidelberg Materials,build-out,False
E100002005710,E100002007409,CIMPOR Global Holdings,build-out,False
E100001015159,E100001015587,small shareholder(s),build-out,True
E100000179968,E100001014866,Government of China,build-out,False
E100000152466,E100002016409,Deposit Insurance Agency,build-out,False
E100001015391,E100001015587,small shareholder(s),build-out,True
E100000128153,E100000123329,China Cinda Asset Management,build-out,False
E100000003714,E100001000623,Indiana Michigan Power,build-out,False
E100000000103,E100001000348,BlackRock,build-out,False
E100002010759,E100000120792,MEC Coal,build-out,False
E100002015547,E100002016596,Ambadi Investments,build-out,False
E100002016951,E100000000634,Development Bank of Japan,build-out,False
E100000002437,E100001000296,Government of Nigeria,build-out,False
E100002017780,E100000000786,Fauji Foundation,build-out,False
E100000136961,E100002012070,Cox ABG Group,build-out,False
E100000000978,E100001016252,Corporación Financiera Alba,build-out,False
E100002006099,E100002005717,CEMEX España,build-out,False
E100001000346,E100002022062,Trian Fund Management,build-out,False
E100001010007,E100002021918,Minorum Holding,build-out,False
E100002016386,E100001010706,Capital International Investors,build-out,False
E100002011556,E100002017281,Purple Star Holdings,build-out,False
E100000004105,E100000001533,JERA,build-out,False
E100002011718,E100001000255,Government of Iran,build-out,False
E100002005944,E100002005945,Asia Gain,build-out,False
E100002000074,E100002001974,member/employee owned,build-out,False
E100002016265,E100002017005,Buriram Sugar,build-out,False
E100000132887,E100002018953,MCFSL- Trustee JS Growth Fund (CDC),build-out,False
E100002005491,E100002005495,Al-Khayat Group,build-out,False
E100000001080,E100001011044,Abu Dhabi Developmental Holding Company,build-out,False
E100002017617,E100002005069,Perpetual,build-out,False
E100000001690,E100000000912,Summit Power International,build-out,False
E100002005585,E100002005590,Yemeni Group for Development of Yemen,build-out,False
E100002016604,E100000123261,natural person(s),build-out,True
E100001014953,E100001014954,EOG Resources,build-out,False
E100001016175,E100000000528,Shapoorji Pallonji And Company,build-out,False
E100002016546,E100001000230,Mitr Phol Sugar,build-out,False
E100000000021,E100002021929,NOE Landes-Beteiligungsholding,build-out,False
E100001015342,E100000123261,natural person(s),build-out,True
E100002006404,E100002006398,Groupe industriel des ciments d'Algérie,build-out,False
E100000133798,E100000123261,natural person(s),build-out,True
E100001014132,E100000001860,Egyptian General Petroleum,build-out,False
E100002015197,E100000000649,Marubeni,build-out,False
E100002021341,E100000001242,Invenergy,build-out,False
E100002010290,E100001011301,Government of Serbia,build-out,False
E100002015416,E100000123261,natural person(s),build-out,True
E100002004766,E100001014832,Venture Global LNG,build-out,False
E100002015457,E100002015461,Empresa Minera Paragsha,build-out,False
E100002009626,E100000000590,Hiram-Epsilon,build-out,False
E100002019370,E100001015587,small shareholder(s),build-out,True
E100001011087,E100001000178,The Master Trust Bank of Japan,build-out,False
E100001014755,E100001000350,First Philippine Holdings,build-out,False
E100002025245,E100001016064,Cheniere Energy Partners,build-out,False
E100002006804,E100001000571,Holcim,build-out,False
E100000002804,E100000003959,San Diego Gas & Electric,build-out,False
E100002023254,E100000123261,natural person(s),build-out,True
E100000000927,E100002000200,Allan Gray,build-out,False
E100000002515,E100001010585,MPH Rockaway Peakers,build-out,False
E100000121182,E100002010218,Gem Riozim Investments,build-out,False
E100001014697,E100002022170,City of Zurich,build-out,False
E100000190258,E100002025103,Cooperativa de Geracao de Energia e Desenvolvimento Social,build-out,False
E100002016405,E100000152466,Gazprombank,build-out,False
E100002016127,E100002016695,Pacific Sugar Holdings,build-out,False
E100001000441,E100002015319,Brandes Investments,build-out,False
E100002004763,E100001014832,Venture Global LNG,build-out,False
E100002006280,E100000123261,natural person(s),build-out,True
E100000127075,E100000123261,natural person(s),build-out,True
E100000001293,E100001000348,BlackRock,build-out,False
E100002022525,E100001010708,POSCO International,build-out,False
E100002006161,E100002006162,Cemindo Investments,build-out,False
E100002016409,E100001000094,Government of Russia,build-out,False
E100002017572,E100000132150,Rutek Alliance,build-out,False
E100000000770,E100001011660,Byggma,build-out,False
E100002005108,E100000000746,Shell,build-out,False
E100000126852,E100000123261,natural person(s),build-out,True
E100002007436,E100002006461,El Arish Cement Company,build-out,False
E100001015662,E100000000845,Qatar Investment Authority,build-out,False
E100002019387,E100000000324,Grupo Energía Bogotá,build-out,False
E100000187293,E100001001129,Refrigeration Electrical Engineering,build-out,False
E100002007306,E100000179513,Anhui Conch Cement,build-out,False
E100002007349,E100002007351,Polimix Concreto,build-out,False
E100002014046,E100001014573,Dimensional Fund Advisors,build-out,False
E100002016476,E100002016477,Stocqtech,build-out,False
E100000002610,E100002024341,LI Generation Holdings,build-out,False
E100000003208,E100002017499,Alvand Power Plant Management,build-out,False
E100000001250,E100002017617,"Barrow, Hanley, Mewhinney & Strauss",build-out,False
E100002016017,E100001015587,small shareholder(s),build-out,True
E100000001197,E100002005039,EIG Asset Management,build-out,False
E100002006982,E100002005997,SCG Cement-Building Materials,build-out,False
E100000003746,E100001015587,small shareholder(s),build-out,True
E100000002661,E100000133893,Africa Finance,build-out,False
E100001000329,E100001015587,small shareholder(s),build-out,True
E100000190185,E100002001974,member/employee owned,build-out,False
E100000002450,E100002008788,McKinley Paper,build-out,False
E100000000842,E100001000331,General Retirement and Social Insurance Authority (Qatar),build-out,False
E100002006862,E100001015587,small shareholder(s),build-out,True
E100000003772,E100002016366,Providus Capital,build-out,False
E100000004315,E100002007956,Heritage Power,build-out,False
E100000190333,E100002025114,São Eutiquiano Participações,build-out,False
E100000190212,E100002024858,Thopen Energia,build-out,False
E100000003791,E100002018693,Menora Mivtachim Holdings,build-out,False
E100001001073,E100002001974,member/employee owned,build-out,False
E100001000181,E100002001689,Cargill Agrícola,build-out,False
E100002011880,E100000131610,Foresight Energy,build-out,False
E100000136108,E100001010596,State Street,build-out,False
E100001015277,E100000003733,PCK Raffinerie,build-out,False
E100002003012,E100000123261,natural person(s),build-out,True
E100000190368,E100000123261,natural person(s),build-out,True
E100002000188,E100001016645,T. Rowe Price Group,build-out,False
E100000130720,E100002015329,CIMSEC Nominees (Asing),build-out,False
E100001014348,E100000001763,Pampa Energia,build-out,False
E100000188879,E100001015587,small shareholder(s),build-out,True
E100002015454,E100002016748,Municipality of Maia,build-out,False
E100002024723,E100002024724,Hancock Energy Corporation,build-out,False
E100002006954,E100002006596,Shanker Group,build-out,False
E100002006731,E100002006732,Citiclient Nominees No8 NY GW,build-out,False
E100002006896,E100002006767,Hoang Long Cement,build-out,False
E100002005789,E100000123261,natural person(s),build-out,True
E100002016793,E100001001367,North American Power Group,build-out,False
E100002008764,E100002001974,member/employee owned,build-out,False
E100002007254,E100002007257,National Social Security Fund (Tanzania),build-out,False
E100002007447,E100002007449,Cement Industries of Malaysia,build-out,False
E100001011389,E100002016532,DTEK Holdings,build-out,False
E100000000560,E100002017619,Tavan Sarmeh Pouya,build-out,False
E100002017264,E100001015587,small shareholder(s),build-out,True
E100002006183,E100002005110,Titan Cement Company,build-out,False
E100002006312,E100000123261,natural person(s),build-out,True
E100001010787,E100002022079,Cbc Co Pty,build-out,False
E100000149997,E100002017088,Kruger Energy GP,build-out,False
E100000190353,E100002001372,Acucar e Etanol Oswaldo Ribeiro de Mendonca,build-out,False
E100002012002,E100000123261,natural person(s),build-out,True
E100002007107,E100002005203,Economic and Social Development Fund,build-out,False
E100001016091,E100001010596,State Street,build-out,False
E100000132037,E100002010732,Province of Riau,build-out,False
E100001010901,E100002012071,Gävle Stadshus,build-out,False
E100002006052,E100002006053,Votorantim Cimentos International,build-out,False
E100002006551,E100000000414,Heidelberg Materials,build-out,False
E100000002511,E100001011106,Rosneft Deutschland,build-out,False
E100002013771,E100000123261,natural person(s),build-out,True
E100002015790,E100002002419,Vicat,build-out,False
E100002006538,E100000123261,natural person(s),build-out,True
E100000002990,E100002024424,Entergy Utility Holding,build-out,False
E100002006582,E100000123261,natural person(s),build-out,True
E100000120766,E100002016115,HNG Capital,build-out,False
E100002004229,E100000123261,natural person(s),build-out,True
E100002008086,E100001015278,ONEOK,build-out,False
E100001015590,E100002022258,JP Morgan Asset Management Holdings,build-out,False
E100000190120,E100002025115,Ambiental Participações,build-out,False
E100002016196,E100002016571,Kallis Family Trust,build-out,False
E100002022010,E100001016269,ASCOTEC Holding,build-out,False
E100002005704,E100000123261,natural person(s),build-out,True
E100002015130,E100002015131,JP Morgan International Finance,build-out,False
E100001000111,E100001011687,Forestal Cominco,build-out,False
E100002005144,E100002005145,Coral Holding,build-out,False
E100000001809,E100002019789,9 West Finance,build-out,False
E100001014626,E100001000348,BlackRock,build-out,False
E100000131925,E100000123261,natural person(s),build-out,True
E100000120586,E100002016038,Dai Hoa,build-out,False
E100001014027,E100000001079,Abu Dhabi National Oil,build-out,False
E100000190186,E100002001974,member/employee owned,build-out,False
E100002015747,E100000123261,natural person(s),build-out,True
E100002015466,E100000001247,KKR & Co.,build-out,False
E100000131604,E100002009718,Grupo Villar Mir,build-out,False
E100000001183,E100002016566,Nexus Development Capital,build-out,False
E100002002641,E100000123261,natural person(s),build-out,True
E100000132149,E100002015892,Holding Company Dominant,build-out,False
E100002015978,E100001000404,Siberian Coal Energy Company,build-out,False
E100002006508,E100002006510,Muslim Commercial Bank,build-out,False
E100000001826,E100002021584,New Brunswick Power Holding,build-out,False
E100001014611,E100001015587,small shareholder(s),build-out,True
E100000000770,E100001011661,Drangsland Kapital,build-out,False
E100002006369,E100002006371,Solnhofer Holding,build-out,False
E100002010841,E100002010842,PT Petrosea,build-out,False
E100001015776,E100002015212,SSGC Employees Empowerment Trust,build-out,False
E100000131692,E100002010305,Belvedere Resources,build-out,False
E100001015128,E100001015130,Center for Restructuring and Sale,build-out,False
E100002019434,E100000000382,ENGIE,build-out,False
E100001014755,E100002008182,PCD Nominee (Filipino),build-out,False
E100000003065,E100000000934,GS Energy,build-out,False
E100000131716,E100000001237,ITOCHU,build-out,False
E100001015120,E100002017396,"Joliet Bulk, Barge & Rail",build-out,False
E100000134222,E100001015587,small shareholder(s),build-out,True
E100002006426,E100000000414,Heidelberg Materials,build-out,False
E100002025110,E100000123261,natural person(s),build-out,True
E100002007028,E100001012407,Government of Angola,build-out,False
E100002023228,E100000123261,natural person(s),build-out,True
E100002005205,E100002005211,Al Fozan Holding,build-out,False
E100001000066,E100002024374,NewCo Tereos Internacional (BR),build-out,False
E100000003640,E100002024957,Gate City Power - NE Generation,build-out,False
E100002025165,E100002025166,Pegasus Topco,build-out,False
E100002010834,E100001001106,PT Bayan Resources,build-out,False
E100000121263,E100001015587,small shareholder(s),build-out,True
E100000000598,E100002005106,The Phoenix Holdings,build-out,False
E100000003153,E100000001030,Gulf Development,build-out,False
E100002005901,E100002005717,CEMEX España,build-out,False
E100000120746,E100000123261,natural person(s),build-out,True
E100000130792,E100002024542,PT Apollo Visintama Putra,build-out,False
E100000001169,E100001015853,First Trust Portfolios,build-out,False
E100002004543,E100002004544,Grupo Estrella Holdings,build-out,False
E100002022745,E100001000400,Glencore,build-out,False
E100000187501,E100001015587,small shareholder(s),build-out,True
E100002000038,E100002017832,Starwood Energy Infrastructure Fund II TE,build-out,False
E100002017452,E100000001237,ITOCHU,build-out,False
E100002019328,E100001014947,Harvest Alaska,build-out,False
E100002006384,E100002006078,Cementos Portland Valderrivas,build-out,False
E100002007215,E100001015587,small shareholder(s),build-out,True
E100000003598,E100002024958,Cogeneration Operating Company,build-out,False
E100002006527,E100002006528,City of Fujairah,build-out,False
E100002016695,E100000120454,Filinvest Development,build-out,False
E100002003380,E100000000875,Rostec,build-out,False
E100000001607,E100000000766,Equinor,build-out,False
E100000132213,E100002009637,Royal Bafokeng Capital,build-out,False
E100002016448,E100000123261,natural person(s),build-out,True
E100002016095,E100002016079,EquiPower Resources,build-out,False
E100000188761,E100001015587,small shareholder(s),build-out,True
E100001015571,E100000152286,Norsk Hydro,build-out,False
E100000000079,E100000123261,natural person(s),build-out,True
E100000190150,E100002024646,Embpar Participacoes,build-out,False
E100001011585,E100002016452,King International,build-out,False
E100002022557,E100001010087,PT Golden Energy Mines,build-out,False
E100002021876,E100002002996,Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona,build-out,False
E100002000078,E100002001974,member/employee owned,build-out,False
E100002002419,E100000123261,natural person(s),build-out,True
E100002015491,E100002015493,JP Morgan Chase Bank N.A. FBO Holders Of,build-out,False
E100002016272,E100000000336,United Company RUSAL,build-out,False
E100002001293,E100001015587,small shareholder(s),build-out,True
E100002022392,E100002007722,Vpi Holding,build-out,False
E100001015203,E100000000669,National Company KazMunayGas,build-out,False
E100001016870,E100002016726,Graphic Packaging Holding,build-out,False
E100000120080,E100002016148,Linc,build-out,False
E100002004998,E100002005000,Arab Contractors Pension Fund,build-out,False
E100002005844,E100002005846,Sinoma Industry,build-out,False
E100001013540,E100001015587,small shareholder(s),build-out,True
E100001015013,E100001015587,small shareholder(s),build-out,True
E100002010787,E100001001106,PT Bayan Resources,build-out,False
E100000132160,E100001015587,small shareholder(s),build-out,True
E100000120378,E100002009681,Gathoni Muchai Investments,build-out,False
E100002005842,E100001015587,small shareholder(s),build-out,True
E100002023963,E100002023964,WIH Cement Developing,build-out,False
E100000128455,E100000123261,natural person(s),build-out,True
E100002004503,E100002004508,Inversiones Consolidadas,build-out,False
E100002016451,E100002016450,Vedan Enterprise,build-out,False
E100001011143,E100002016088,Alsons Development and Investment,build-out,False
E100002022406,E100002022912,Investment House Association of the Philippines,build-out,False
E100000003841,E100000001205,Energy Capital Partners Management,build-out,False
E100001015869,E100001015870,Hilcorp Energy,build-out,False
E100002005569,E100002005572,Sagar Cements,build-out,False
E100002010763,E100002010764,PT Unitras Jaya Investama,build-out,False
E100000000750,E100000123261,natural person(s),build-out,True
E100002016629,E100002016630,KBC Groep,build-out,False
E100002019343,E100000001017,Taiwan Cogeneration,build-out,False
E100002016729,E100001015161,CDP Equity,build-out,False
E100002004057,E100002022054,Grandel Singapore,build-out,False
E100002021528,E100002021670,Situational Awareness,build-out,False
E100000126135,E100000128137,Shougang Shuicheng Iron & Steel (Group),build-out,False
E100000150598,E100001014053,Tussen de Grachten,build-out,False
E100002008953,E100002016793,Ultrapower-Fresno,build-out,False
E100000132774,E100000121126,Pohjolan Voima,build-out,False
E100002014199,E100000000426,MVV Energie,build-out,False
E100000126364,E100000123583,Guizhou Panjiang Investment Holding (Group),build-out,False
E100000131142,E100001015720,Pars Aryan Investment,build-out,False
E100002016152,E100002016959,Tosaden Kotsu,build-out,False
E100001015820,E100001015821,Tallgrass Energy Partners,build-out,False
E100002009621,E100000123261,natural person(s),build-out,True
E100002007681,E100002007706,Totalenergies Holdings Uk,build-out,False
E100000003205,E100002024440,NRG East Generation Holdings,build-out,False
E100002020704,E100000003431,Kindle Energy,build-out,False
E100002007173,E100002007177,Jidong Development Group,build-out,False
E100002022273,E100002016389,Knut and Alice Wallenberg Foundation,build-out,False
E100000001579,E100000123261,natural person(s),build-out,True
E100000132340,E100001015587,small shareholder(s),build-out,True
E100002017093,E100002016845,JITF Infralogistics,build-out,False
E100001014734,E100001015587,small shareholder(s),build-out,True
E100002015720,E100002004326,Libyan Investment Authority,build-out,False
E100002019374,E100001014944,Haisla Nation,build-out,False
E100000003082,E100001015587,small shareholder(s),build-out,True
E100002015716,E100000123261,natural person(s),build-out,True
E100002022020,E100002022019,VS energy Structure,build-out,False
E100002015372,E100000123261,natural person(s),build-out,True
E100000120779,E100000123261,natural person(s),build-out,True
E100000131594,E100001015587,small shareholder(s),build-out,True
E100002015439,E100002007409,CIMPOR Global Holdings,build-out,False
E100002015712,E100002015713,Taborwood Holdings,build-out,False
E100000000960,E100001000730,National Pension Service (South Korea),build-out,False
E100000130981,E100002017715,CNR Group Holdings,build-out,False
E100000131207,E100000123261,natural person(s),build-out,True
E100002007173,E100002007176,Continental Cement Rf,build-out,False
E100000000824,E100001015587,small shareholder(s),build-out,True
E100001014285,E100002020926,Belfast Gas Transmission Financing,build-out,False
E100002004320,E100002004321,Enterprise GTM Holdings,build-out,False
E100001013205,E100001015587,small shareholder(s),build-out,True
E100001015320,E100001014780,NaTran,build-out,False
E100002019760,E100002004937,Hunt Consolidated,build-out,False
E100002021488,E100002021489,Creto Energy,build-out,False
E100000120451,E100002025176,Reliance Weaving Mills,build-out,False
E100002012013,E100000123261,natural person(s),build-out,True
E100002017423,E100000002088,Severstal,build-out,False
E100001000402,E100001010596,State Street,build-out,False
E100000190277,E100002024683,GEO Energética Participações,build-out,False
E100000003694,E100001015587,small shareholder(s),build-out,True
E100001014108,E100000123261,natural person(s),build-out,True
E100002009859,E100002022427,Vital Energi Utilities,build-out,False
E100002011727,E100000001237,ITOCHU,build-out,False
E100002015728,E100002016572,City of Thane,build-out,False
E100000132925,E100002003562,Tergopower,build-out,False
E100000002114,E100002017827,Meritz Securities,build-out,False
E100000001177,E100001010706,Capital International Investors,build-out,False
E100001014368,E100002022339,Italgas,build-out,False
E100002010570,E100002020914,Paladar Trading,build-out,False
E100000001177,E100001015587,small shareholder(s),build-out,True
E100001011030,E100001010595,The Vanguard Group,build-out,False
E100000120474,E100000003063,GNPower,build-out,False
E100001015645,E100001015587,small shareholder(s),build-out,True
E100002011383,E100002003019,Urbaser,build-out,False
E100002019531,E100001015583,TC Pipelines,build-out,False
E100000131761,E100000123261,natural person(s),build-out,True
E100001015755,E100002017542,Emma Alpha Holding,build-out,False
E100000120726,E100000123261,natural person(s),build-out,True
E100000000573,E100002001974,member/employee owned,build-out,False
E100002001293,E100001010429,Citicorp Nominees,build-out,False
E100002015822,E100002015823,Holding Cementero Del Peru,build-out,False
E100002000448,E100002015174,Ministry of Finance (Singapore),build-out,False
E100001011093,E100000000533,PT Medco Energi Internasional,build-out,False
E100002016373,E100002016399,RT-Invest Finance,build-out,False
E100002005246,E100002005247,Alexandria Development,build-out,False
E100002001297,E100001016341,Flourishing Trade And Investment,build-out,False
E100000002487,E100001015587,small shareholder(s),build-out,True
E100002011067,E100002003587,Ministry of Economy and Finance (Uzbekistan),build-out,False
E100000001267,E100001015587,small shareholder(s),build-out,True
E100002017013,E100002017014,City of Rauma,build-out,False
E100000120648,E100002024498,Bengal & Assam,build-out,False
E100002015838,E100000131940,Corporation Mosstroytrans,build-out,False
E100001015864,E100001015587,small shareholder(s),build-out,True
E100002016476,E100001015587,small shareholder(s),build-out,True
E100000192529,E100000000659,Tokyo Electric Power,build-out,False
E100002016909,E100002017157,Biberci Group,build-out,False
E100001000548,E100001000653,Core Natural Resources,build-out,False
E100002017663,E100001014611,NewMed Energy,build-out,False
E100002017024,E100002017686,Bio Newco A,build-out,False
E100002002606,E100000123261,natural person(s),build-out,True
E100000002675,E100002024619,Cerdia Finanz,build-out,False
E100002005069,E100001000348,BlackRock,build-out,False
E100002021395,E100000004244,Tri-State Generation and Transmission Association,build-out,False
E100002011861,E100002011862,Fortune Everrich,build-out,False
E100000134468,E100002017208,Pertubuhan Keselamatan Sosial,build-out,False
E100001014111,E100001014112,Andhra Pradesh Industrial Infrastructure,build-out,False
E100000001322,E100001014849,FMR,build-out,False
E100001014712,E100001014719,Castillo Spanish Holdings,build-out,False
E100002005937,E100002006076,Noumea,build-out,False
E100002011895,E100000003431,Kindle Energy,build-out,False
E100000000453,E100002016724,Integra,build-out,False
E100002010771,E100002010772,STT Coal Resources,build-out,False
E100000120972,E100001015587,small shareholder(s),build-out,True
E100002016143,E100002016144,City of Fukuoka,build-out,False
E100000131142,E100002020861,Tejarat Pishegan Mihan Negar Pars,build-out,False
E100002016304,E100001010888,Banpu Power,build-out,False
E100002022802,E100002022803,El Aguila Energy II,build-out,False
E100001011703,E100000123261,natural person(s),build-out,True
E100001016282,E100001015587,small shareholder(s),build-out,True
E100000000773,E100002020093,Invaw Invest,build-out,False
E100000002589,E100002018615,HYDRA‑CO Enterprises,build-out,False
E100000121168,E100001015587,small shareholder(s),build-out,True
E100001015869,E100000001213,Exxon Mobil,build-out,False
E100000001276,E100001010595,The Vanguard Group,build-out,False
E100001014373,E100001014862,Cobas Asset Management SGIIC,build-out,False
E100000003097,E100002009168,Libreville Power,build-out,False
E100002022528,E100002023136,City of Palu,build-out,False
E100002016408,E100001000094,Government of Russia,build-out,False
E100000188771,E100001015485,Sinopec Natural Gas,build-out,False
E100002015575,E100001000906,AFP Integra,build-out,False
E100002019367,E100000001247,KKR & Co.,build-out,False
E100002024699,E100000123261,natural person(s),build-out,True
E100000190287,E100002024873,Oxe Participações,build-out,False
E100002005547,E100001015865,Pluspetrol Resources Corporation,build-out,False
E100002010038,E100001010175,M Resources,build-out,False
E100002011862,E100002011863,Capital Asset Holdings (L),build-out,False
E100002006270,E100000121243,Sanko Holding,build-out,False
E100001000676,E100001015587,small shareholder(s),build-out,True
E100001001371,E100002008597,Harbert Power,build-out,False
E100000125383,E100000125400,China Merchants Bank,build-out,False
E100002004935,E100000000387,TotalEnergies,build-out,False
E100002017054,E100002017056,City of Struer,build-out,False
E100002009733,E100000123261,natural person(s),build-out,True
E100000125323,E100000125368,Chongqing Helong Industrial Development,build-out,False
E100000134685,E100001015587,small shareholder(s),build-out,True
E100000004247,E100001015587,small shareholder(s),build-out,True
E100001014226,E100001014826,Nederlandse Gasunie,build-out,False
E100002002425,E100002002184,JK Lakshmi Cement,build-out,False
E100001015115,E100001015648,Silver Creek Management,build-out,False
E100002025266,E100002004692,Blackstone Holdings I/Ii Gp,build-out,False
E100002005198,E100002006774,SCHWENK Geschäftsführungs,build-out,False
E100002005572,E100000123261,natural person(s),build-out,True
E100000002905,E100002007320,National Investment Bank (Egypt),build-out,False
E100001015159,E100002022096,Keiyo Jusetsu,build-out,False
E100002015273,E100002016737,Falck,build-out,False
E100000120577,E100000120199,Cambodia International Investment Development Group,build-out,False
E100002002413,E100000123261,natural person(s),build-out,True
E100001013782,E100002018580,Mirambo Mining,build-out,False
E100002016873,E100002016876,City of Krefeld,build-out,False
E100000131502,E100002022566,Goldway Capital Investment,build-out,False
E100002016309,E100000123261,natural person(s),build-out,True
E100000190239,E100000123261,natural person(s),build-out,True
E100001014732,E100002022461,FWNR Energy Holdings,build-out,False
E100002007314,E100002007322,QNB Financial Services,build-out,False
E100002013764,E100002016305,BKV,build-out,False
E100002002682,E100000123261,natural person(s),build-out,True
E100000002383,E100002023178,Southeast PowerGen Holdings,build-out,False
E100002000038,E100002017830,Starwood Energy Infrastructure Fund II Global,build-out,False
E100001015554,E100001015587,small shareholder(s),build-out,True
E100000131228,E100001010577,Government Employees Pension Fund (South Africa),build-out,False
E100001001279,E100000001209,Entergy,build-out,False
E100002009443,E100002001550,City of Borås (Sweden),build-out,False
E100000132180,E100000123261,natural person(s),build-out,True
E100002015454,E100002016752,City of Póvoa,build-out,False
E100000131785,E100000000947,Korea Electric Power,build-out,False
E100001014674,E100000001096,BP,build-out,False
E100000121395,E100001015587,small shareholder(s),build-out,True
E100001015955,E100000192399,MedcoEnergi,build-out,False
E100002016568,E100002016570,Paramount Resources,build-out,False
E100000190204,E100000123261,natural person(s),build-out,True
E100002010819,E100002001309,Prinzhorn Holding,build-out,False
E100002016724,E100000001906,enercity,build-out,False
E100002005827,E100001015587,small shareholder(s),build-out,True
E100000134707,E100000123261,natural person(s),build-out,True
E100001016813,E100002016468,Venus Investments International,build-out,False
E100000000901,E100000001418,China Huadian Hong Kong,build-out,False
E100000001452,E100002023080,TJC,build-out,False
E100002023141,E100001014872,Government of Zambia,build-out,False
E100001015119,E100001015587,small shareholder(s),build-out,True
E100000134468,E100001015587,small shareholder(s),build-out,True
E100002006321,E100001000261,Sönmez Endüstri Holding,build-out,False
E100000001324,E100001010596,State Street,build-out,False
E100002019359,E100001014254,BP Developments Australia,build-out,False
E100002013783,E100002016578,Putney Capital Management,build-out,False
E100002011727,E100001000431,American Metals & Coal International,build-out,False
E100001016057,E100000001237,ITOCHU,build-out,False
E100000001241,E100001010706,Capital International Investors,build-out,False
E100001014572,E100001015587,small shareholder(s),build-out,True
E100002012039,E100002016711,Hidrosan Inversiones,build-out,False
E100002017079,E100000123261,natural person(s),build-out,True
E100002006441,E100002006444,Associated International Cement,build-out,False
E100002020566,E100002021996,Jihad Nasr Holding,build-out,False
E100001016549,E100001015587,small shareholder(s),build-out,True
E100001016964,E100002000448,Temasek Holdings,build-out,False
E100002006454,E100000000687,ArcelorMittal,build-out,False
E100001015894,E100000000135,Suncor Energy,build-out,False
E100002017281,E100000123261,natural person(s),build-out,True
E100002007213,E100002005953,Huaxin Cement,build-out,False
E100002007462,E100002007463,Khorazmi Investment,build-out,False
E100002015794,E100002005953,Huaxin Cement,build-out,False
E100001015161,E100001013560,Cassa Depositi e Prestiti,build-out,False
E100002015143,E100000001893,STEAG,build-out,False
E100000120829,E100002024063,Velrosso,build-out,False
E100002016745,E100000001224,Georgia-Pacific,build-out,False
E100002015641,E100002017700,Jarvis Securities,build-out,False
E100002022203,E100001000178,The Master Trust Bank of Japan,build-out,False
E100000190346,E100002001974,member/employee owned,build-out,False
E100001011669,E100001010449,Pendekar Energy (L),build-out,False
E100000002577,E100000001170,Calpine,build-out,False
E100002007415,E100002007416,Hayel Saeed Anam Group,build-out,False
E100000130925,E100001015587,small shareholder(s),build-out,True
E100000000428,E100001015587,small shareholder(s),build-out,True
E100002020909,E100002020910,Gusiute Holdings (Uk),build-out,False
E100001015391,E100001010427,HSBC Custody Nominees (Australia),build-out,False
E100001012815,E100000000395,BASF,build-out,False
E100000003405,E100002016192,Gruppa Nikos,build-out,False
E100001001030,E100002022454,Publipart,build-out,False
E100000134634,E100002016655,ThomasLloyd Climate Solutions,build-out,False
E100000126135,E100000128136,Guizhou Nengfa Electric Power Fuel Development,build-out,False
E100000152756,E100001015587,small shareholder(s),build-out,True
E100002006278,E100002002419,Vicat,build-out,False
E100000126244,E100000123615,Guizhou Panjiang Refined Coal,build-out,False
E100000004177,E100002012104,ACR IV Frontier Holdings,build-out,False
E100002003887,E100000120428,Erdenes Mongol,build-out,False
E100002016827,E100000123261,natural person(s),build-out,True
E100002004370,E100001014294,Energy Transfer,build-out,False
E100002016528,E100001015603,Waltersmith Petroman Oil,build-out,False
E100000132530,E100001015587,small shareholder(s),build-out,True
E100002009633,E100001015587,small shareholder(s),build-out,True
E100000131888,E100000123261,natural person(s),build-out,True
E100002025221,E100002025222,Calcasieu Pass Funding,build-out,False
E100000000587,E100001000284,Government of Israel,build-out,False
E100002015568,E100002015570,Grupo Corona,build-out,False
E100000152472,E100000123261,natural person(s),build-out,True
E100002006023,E100002006026,K+G Complex,build-out,False
E100001014559,E100001014294,Energy Transfer,build-out,False
E100002016041,E100000123261,natural person(s),build-out,True
E100002005200,E100002005203,Economic and Social Development Fund,build-out,False
E100000121391,E100001015587,small shareholder(s),build-out,True
E100000000619,E100001015587,small shareholder(s),build-out,True
E100000120779,E100002015726,Yunus Textile Mills,build-out,False
E100001014346,E100002001416,Sociedad Comercial del Plata,build-out,False
E100000000565,E100000000557,National Iranian Petrochemical,build-out,False
E100002012100,E100002016804,CropEnergies,build-out,False
E100001011297,E100002015333,Central Asia Energy,build-out,False
E100000002169,E100000001226,Global Infrastructure Partners,build-out,False
E100000001758,E100002021950,Plusener,build-out,False
