subject,party,party_name,bucket,residual
E100002019595,E100001014437,Ithaca Energy,build-out,False
E100000131791,E100000123261,natural person(s),build-out,True
E100002016636,E100002016637,Province of Antwerp,build-out,False
E100000131010,E100002006462,National Service Products Organization,build-out,False
E100000002134,E100001010887,Thai NVDR,build-out,False
E100002016186,E100002016188,Yurenergokonsalt,build-out,False
E100000151411,E100001015587,small shareholder(s),build-out,True
E100001015285,E100001011247,ConocoPhillips,build-out,False
E100002007347,E100000120856,Mitsubishi Materials,build-out,False
E100000003656,E100001015587,small shareholder(s),build-out,True
E100000132007,E100000123261,natural person(s),build-out,True
E100002006407,E100002006398,Groupe industriel des ciments d'Algérie,build-out,False
E100002016951,E100000000654,Osaka Gas,build-out,False
E100002006811,E100001000571,Holcim,build-out,False
E100000003926,E100002024976,Volkswagen Finance Luxemburg,build-out,False
E100002012009,E100001010348,Westmoreland Mining Holdings,build-out,False
E100001010449,E100000000697,Edra Power Holdings,build-out,False
E100002017111,E100002017110,Lembaga Kemajuan Tanah Persekutuan,build-out,False
E100002009877,E100000123261,natural person(s),build-out,True
E100001015848,E100002022072,Rocca & Partners Stichting Administratiekantoor Aandelen San Faustin,build-out,False
E100000001262,E100002021776,Franklin Resources,build-out,False
E100002020914,E100000123261,natural person(s),build-out,True
E100002006752,E100000001558,LX International,build-out,False
E100002007350,E100000131458,CRH,build-out,False
E100001013685,E100001000653,Core Natural Resources,build-out,False
E100000190372,E100000123261,natural person(s),build-out,True
E100001012220,E100001015587,small shareholder(s),build-out,True
E100000131934,E100001015587,small shareholder(s),build-out,True
E100000132352,E100000004244,Tri-State Generation and Transmission Association,build-out,False
E100002015692,E100000123261,natural person(s),build-out,True
E100000000112,E100001014312,Royal Bank of Canada,build-out,False
E100001014425,E100001014426,Enterprise Products Operating,build-out,False
E100002016621,E100002016622,Province of Limburg,build-out,False
E100001015832,E100001010595,The Vanguard Group,build-out,False
E100002013912,E100002016603,Nobis Holdings,build-out,False
E100001014222,E100000001213,Exxon Mobil,build-out,False
E100001015373,E100001010777,Government of Poland,build-out,False
E100002007006,E100002007007,Ghadir Capital and Industry Development,build-out,False
E100000130981,E100001015587,small shareholder(s),build-out,True
E100001011213,E100001000197,Government of Kazakhstan,build-out,False
E100001000479,E100001000520,Life Insurance Corporation of India,build-out,False
E100002003591,E100002022460,Talisman Group Investments,build-out,False
E100000000735,E100001015644,Dodge & Cox,build-out,False
E100001011066,E100001015587,small shareholder(s),build-out,True
E100001000737,E100002017759,Topy Fund Business Association,build-out,False
E100001014266,E100000000610,Eni,build-out,False
E100001015656,E100000000013,YPF,build-out,False
E100002005569,E100001015587,small shareholder(s),build-out,True
E100002019160,E100001013528,Government of Afghanistan,build-out,False
E100001000736,E100001000520,Life Insurance Corporation of India,build-out,False
E100000000978,E100002021948,Global InfraCo,build-out,False
E100000190243,E100002025113,JB Participações s.s.,build-out,False
E100002024820,E100002024821,ENC Energy Brasil Participações,build-out,False
E100002006916,E100001000268,CEMROS,build-out,False
E100002011848,E100002011851,CBR Investments,build-out,False
E100000131887,E100000000649,Marubeni,build-out,False
E100000151586,E100001015587,small shareholder(s),build-out,True
E100002004661,E100002022468,Premier Miton Group,build-out,False
E100002019501,E100000001918,Indian Oil,build-out,False
E100002006128,E100002006129,Steppe Cement (M),build-out,False
E100000001309,E100000001534,JPMorgan Chase & Co,build-out,False
E100002008963,E100000123261,natural person(s),build-out,True
E100002017399,E100001015121,Arc Logistics Partners,build-out,False
E100000004135,E100002000740,Imperial Oil,build-out,False
E100000127431,E100000126851,Zibo MINING Group,build-out,False
E100000132196,E100002018571,SHG Holdings 3,build-out,False
E100000001636,E100001015587,small shareholder(s),build-out,True
E100000131615,E100002009814,GCC of America,build-out,False
E100000131447,E100002017439,Rezervugol,build-out,False
E100000001790,E100001015587,small shareholder(s),build-out,True
E100000188387,E100002000447,DBSN Services,build-out,False
E100002019370,E100002021607,Taichi Investment,build-out,False
E100000001283,E100001015587,small shareholder(s),build-out,True
E100002006960,E100002006963,Schwenk Cement Nederland,build-out,False
E100002018462,E100000000671,Samruk-Kazyna,build-out,False
E100002015300,E100002017043,Área Metropolitana de Barcelona,build-out,False
E100002012027,E100001015587,small shareholder(s),build-out,True
E100002005220,E100002005221,Soliman Bin Saleh Almohileb & His Sons Holding,build-out,False
E100001000652,E100001015415,NYSE-New York Stock Exchange,build-out,False
E100001015391,E100002020049,Ashblue Holdings,build-out,False
E100001014070,E100000123261,natural person(s),build-out,True
E100001000203,E100002015161,CONTIGAS Deutsche-Energie,build-out,False
E100000003105,E100001015587,small shareholder(s),build-out,True
E100000191176,E100001000266,Government of United States,build-out,False
E100001015879,E100001015880,Sentinel Midstream,build-out,False
E100000121304,E100000123261,natural person(s),build-out,True
E100002016813,E100002016814,New Harbour Ville,build-out,False
E100002022403,E100000123261,natural person(s),build-out,True
E100002024656,E100000123261,natural person(s),build-out,True
E100001000774,E100001010577,Government Employees Pension Fund (South Africa),build-out,False
E100000003632,E100002015266,Future Energy Holdings,build-out,False
E100000002561,E100002024314,Broad River Power,build-out,False
E100000000019,E100001010595,The Vanguard Group,build-out,False
E100002017085,E100001010403,Public Investment Corporation SOC,build-out,False
E100002000929,E100002017460,Mareterra Group Holding,build-out,False
E100002010851,E100001014325,Plains All American Pipeline,build-out,False
E100002016782,E100000123261,natural person(s),build-out,True
E100002006380,E100002006387,Dewan Development,build-out,False
E100002009490,E100002012014,SD Guthrie,build-out,False
E100002016384,E100002000188,T. Rowe Price Associates,build-out,False
E100001000652,E100001015587,small shareholder(s),build-out,True
E100001015838,E100000001282,Phillips 66,build-out,False
E100001000427,E100000000544,Golgohar Mining and Industrial,build-out,False
E100001015617,E100001015587,small shareholder(s),build-out,True
E100002006612,E100002006614,Mapei,build-out,False
E100002016189,E100001015587,small shareholder(s),build-out,True
E100001011093,E100002021587,PT Pesona Sukses Cemerlang,build-out,False
E100002015454,E100002016751,Municipality of Valongo,build-out,False
E100002006617,E100000000053,CK Infrastructure Holdings,build-out,False
E100002011251,E100001000255,Government of Iran,build-out,False
E100001000577,E100002024713,Zashvin,build-out,False
E100002001693,E100002001512,Adbri,build-out,False
E100001015756,E100000190767,Carnarvon Energy,build-out,False
E100002007114,E100000120772,Limak Holding,build-out,False
E100000003049,E100000001985,Hokkaido Electric Power,build-out,False
E100001014572,E100001014574,River Road Asset Management,build-out,False
E100002005107,E100002019239,Mugla Cimento Sanayi ve Ticaret,build-out,False
E100002017091,E100002017092,City of Wels,build-out,False
E100000001170,E100001000208,Constellation Energy,build-out,False
E100002006154,E100002006157,UBE Singapore Holdings,build-out,False
E100002017698,E100000137129,Gresham House,build-out,False
E100002016157,E100001000249,City of Osaka,build-out,False
E100000001177,E100001000348,BlackRock,build-out,False
E100000000809,E100000000805,ACEN,build-out,False
E100001015713,E100000001096,BP,build-out,False
E100001015693,E100001015696,Wafi Energy Pakistan,build-out,False
E100002019288,E100000123261,natural person(s),build-out,True
E100002022202,E100001010185,Reworld Holding,build-out,False
E100001000188,E100002016585,ADM Investment Singapore,build-out,False
E100001014009,E100000001234,I Squared Capital Advisors,build-out,False
E100001013479,E100002017632,Morula Capital Partners,build-out,False
E100002001602,E100001000397,Government of India,build-out,False
E100001015864,E100001000263,Government of Slovenia,build-out,False
E100002005213,E100001015587,small shareholder(s),build-out,True
E100001014673,E100000000746,Shell,build-out,False
E100002007381,E100001000952,Civil Service Employees Pension Fund (Oman),build-out,False
E100002005345,E100001010702,Gazprom Energoholding,build-out,False
E100002019161,E100001013528,Government of Afghanistan,build-out,False
E100000126548,E100000123629,China Shuangwei Investment,build-out,False
E100000190282,E100000123261,natural person(s),build-out,True
E100000003985,E100002024841,Lion Power (2008),build-out,False
E100002016338,E100001014434,T. Rowe Price Investment Management,build-out,False
E100000003599,E100000000606,Burgo Group,build-out,False
E100002005691,E100002005185,Akçansa Çimento Sanayi ve Ticaret,build-out,False
E100002022908,E100001000348,BlackRock,build-out,False
E100002016969,E100002016970,Capergy US,build-out,False
E100000001253,E100000152192,Partners Group Holding,build-out,False
E100002006418,E100001011407,UNACEM Corp,build-out,False
E100002016157,E100002016735,City of Matsubara,build-out,False
E100002000642,E100000120300,DG Khan Cement,build-out,False
E100002007307,E100000134057,PPC,build-out,False
E100002015762,E100001015587,small shareholder(s),build-out,True
E100002007385,E100002007386,Khansons Group,build-out,False
E100002015764,E100002015757,Belarusian Cement Company,build-out,False
E100002007475,E100002007448,Northern Region Cement Company,build-out,False
E100001015204,E100001015202,KazTransOil,build-out,False
E100001015556,E100000000610,Eni,build-out,False
E100001017646,E100002017094,YNCORIS,build-out,False
E100002006415,E100000000414,Heidelberg Materials,build-out,False
E100002022221,E100002022222,Noverco,build-out,False
E100001000894,E100001011136,Government of Japan,build-out,False
E100001016340,E100002022376,Adani Properties,build-out,False
E100001011143,E100000001712,Alsons Power Holdings,build-out,False
E100002016600,E100000123261,natural person(s),build-out,True
E100002009425,E100001010346,Westmoreland Mining,build-out,False
E100002006680,E100002006685,Khaneh Gostar I Company,build-out,False
E100000000114,E100001015800,Royal Trust Corporation of Canada,build-out,False
E100001012387,E100002016536,Brighton-Best International (Taiwan),build-out,False
E100000149649,E100000123261,natural person(s),build-out,True
E100002007232,E100002007234,Long Cosmos Investment,build-out,False
E100002015498,E100001015587,small shareholder(s),build-out,True
E100000152192,E100000123261,natural person(s),build-out,True
E100000001209,E100001010596,State Street,build-out,False
E100000121085,E100002018990,PT Cita Mineral Investindo,build-out,False
E100001015834,E100002001974,member/employee owned,build-out,False
E100002006351,E100001015587,small shareholder(s),build-out,True
E100002016946,E100000123261,natural person(s),build-out,True
E100002018537,E100002018538,Angang Group Hong Kong (Holdings),build-out,False
E100002003652,E100001015587,small shareholder(s),build-out,True
E100000000591,E100002017454,Migdal Insurance & Financial Holdings,build-out,False
E100002023166,E100002023168,Sassey,build-out,False
E100000131625,E100002010774,Resource Invest,build-out,False
E100002022052,E100000123261,natural person(s),build-out,True
E100002009951,E100002011852,Florida Crystals,build-out,False
E100000000335,E100000123261,natural person(s),build-out,True
E100002009626,E100002011797,Meshek Energy - Renewable Energies,build-out,False
E100001011108,E100000000864,RusHydro,build-out,False
E100002024375,E100002024378,Louis Dreyfus Holding,build-out,False
E100000003046,E100002024681,Fresenius Medical Care Investment,build-out,False
E100002017445,E100002017446,MDJ Oil Trading,build-out,False
E100002006423,E100002006424,Western International Holdings,build-out,False
E100002006435,E100000123261,natural person(s),build-out,True
E100000003666,E100000001329,Xcel Energy,build-out,False
E100002019661,E100001015587,small shareholder(s),build-out,True
E100000190367,E100001010048,ENGIE Brasil Participações,build-out,False
E100001014325,E100001015850,Plains GP Holdings,build-out,False
E100002006175,E100000000414,Heidelberg Materials,build-out,False
E100002005626,E100000131458,CRH,build-out,False
E100001012754,E100000123261,natural person(s),build-out,True
E100002019612,E100002022335,Ministry of Finance (Egypt),build-out,False
E100002016526,E100002016527,Inversiones Arauco Internacional,build-out,False
E100002006665,E100000121352,Sumitomo Osaka Cement,build-out,False
E100001013023,E100002010812,PT Kencana Unggul Semesta,build-out,False
E100001010436,E100002009440,Vunani Capital Partners,build-out,False
E100001014755,E100001015587,small shareholder(s),build-out,True
E100002009814,E100002006532,GCC,build-out,False
E100001015888,E100000001534,JPMorgan Chase & Co,build-out,False
E100000002476,E100002017623,Allied Bank,build-out,False
E100000002918,E100001015587,small shareholder(s),build-out,True
E100002010010,E100000123261,natural person(s),build-out,True
E100000120999,E100002015282,Hong Kong Prime Aluminium Investment,build-out,False
E100000001205,E100002016383,Energy Capital Partners Holdings,build-out,False
E100002015988,E100000121284,Shumba Energy,build-out,False
E100002024378,E100002024380,Akira,build-out,False
E100000001496,E100000001407,Bord Gáis Energy,build-out,False
E100002006535,E100002006166,Siam City Cement,build-out,False
E100002005620,E100002005622,Snyder Associated Companies,build-out,False
E100000002810,E100002015256,Fram Capital Gestão de Ativos,build-out,False
E100002007314,E100002007318,Egyptian Company for Investment Projects,build-out,False
E100002015798,E100000123261,natural person(s),build-out,True
E100002016620,E100002016626,P&V Insurance,build-out,False
E100001015599,E100001015587,small shareholder(s),build-out,True
E100001000882,E100001015587,small shareholder(s),build-out,True
E100001014556,E100001014559,Dakota Access Holdings,build-out,False
E100000001789,E100000001797,Evolution Power Partners,build-out,False
E100000190238,E100000190190,Camil Alimentos,build-out,False
E100001011987,E100000123261,natural person(s),build-out,True
E100000126279,E100000128164,Liupanshui Zhongneng Ruifeng Trading,build-out,False
E100000003095,E100000000067,Eneva,build-out,False
E100000002114,E100002017826,Calista Capital,build-out,False
E100000001642,E100002016524,Riverstone/Gower Mgmt Co Holdings,build-out,False
E100002005844,E100000000705,State of Sabah,build-out,False
E100001015412,E100001015587,small shareholder(s),build-out,True
E100002016924,E100000123261,natural person(s),build-out,True
E100002024038,E100002024041,Aswaq for Investment Portfolios,build-out,False
E100000000888,E100001015587,small shareholder(s),build-out,True
E100002011925,E100002016865,City of Kokkola,build-out,False
E100002018948,E100000000481,CLP Holdings,build-out,False
E100002009452,E100000131459,CST Group,build-out,False
E100002000966,E100002003484,Cube Bio-Energy,build-out,False
E100000121011,E100002024541,Siam Kraft Industry,build-out,False
E100000125388,E100000121720,Aluminum Corporation of China,build-out,False
E100001014516,E100001014966,Hellenic Republic Asset Development Fund,build-out,False
E100001015944,E100000000027,OMV,build-out,False
E100000131598,E100000123261,natural person(s),build-out,True
E100002016759,E100000123261,natural person(s),build-out,True
E100002011522,E100002016807,City of Mumbai,build-out,False
E100001012293,E100000123261,natural person(s),build-out,True
E100002025248,E100002025254,BIF IV Cypress Aggregator (Delaware),build-out,False
E100002006168,E100002006169,Cim Metal Group,build-out,False
E100002016708,E100001000601,Meralco Powergen,build-out,False
E100002016223,E100000123261,natural person(s),build-out,True
E100002019314,E100001010518,Government of Peru,build-out,False
E100002012097,E100002016647,Mohawk Industries,build-out,False
E100000190118,E100000123261,natural person(s),build-out,True
E100001015467,E100000001595,National Petroleum and Natural Gas Pipeline Network Group,build-out,False
E100002021522,E100000001173,Carlyle Group,build-out,False
E100001000161,E100001015587,small shareholder(s),build-out,True
E100001011674,E100002017546,Pakistan Kuwait Investment Company,build-out,False
E100000000453,E100002016721,KOM9,build-out,False
E100001010558,E100002024877,Construction Guarantee,build-out,False
E100000132252,E100000131697,PT Indobagus Energy,build-out,False
E100002004454,E100000123261,natural person(s),build-out,True
E100001016945,E100002017534,Khon Kaen Sugar Industry,build-out,False
E100002021648,E100002021649,NFE US Holdings,build-out,False
E100000151550,E100002017044,FS Core Utilities,build-out,False
E100000190275,E100002025034,Agro Pecuaria Engenho Para,build-out,False
E100000000955,E100001015587,small shareholder(s),build-out,True
E100001010206,E100000001169,California Resources,build-out,False
E100000001553,E100002023088,NRG Supply And Trading Single Member Energy,build-out,False
E100002025140,E100001010427,HSBC Custody Nominees (Australia),build-out,False
E100000131594,E100002016209,Anderson Bay,build-out,False
E100000191206,E100001014553,SK Innovation,build-out,False
E100000120634,E100002008189,Zuma Energy Nigeria,build-out,False
E100001014386,E100001000348,BlackRock,build-out,False
E100002013651,E100002016888,Forestal y Papelera Concepción,build-out,False
E100001000165,E100001015587,small shareholder(s),build-out,True
E100002016445,E100002016447,Hopu Investment Management,build-out,False
E100002011714,E100000123261,natural person(s),build-out,True
E100000189013,E100002021514,Blackstone Energy Transition Partners,build-out,False
E100002009079,E100002009080,Ferrero International,build-out,False
E100002024386,E100002019810,Equatorial,build-out,False
E100001000729,E100001015587,small shareholder(s),build-out,True
E100001014603,E100001014605,Kinder Morgan Energy Partners,build-out,False
E100000000858,E100001015587,small shareholder(s),build-out,True
E100002006141,E100001015587,small shareholder(s),build-out,True
E100002016212,E100002016307,Longbow Capital,build-out,False
E100002017737,E100002017738,Dow Chemical Canada,build-out,False
E100002017814,E100002017815,G+E GETEC Holding,build-out,False
E100000003479,E100002024934,GenOn Holdings,build-out,False
E100001010181,E100001010596,State Street,build-out,False
E100000001096,E100001015587,small shareholder(s),build-out,True
E100002007005,E100002002419,Vicat,build-out,False
E100002024038,E100002024040,Etihad Al Khamsa For Investment and Development,build-out,False
E100001015715,E100002005151,DNO,build-out,False
E100002006524,E100000123261,natural person(s),build-out,True
E100002025101,E100000123261,natural person(s),build-out,True
E100002023103,E100000123261,natural person(s),build-out,True
E100002005861,E100000187709,Votorantim Cimentos,build-out,False
E100000125345,E100000125383,China Merchants Fund Management,build-out,False
E100001000441,E100002015321,Feldo Enterprises,build-out,False
E100000153006,E100002016591,Cambourne Investment,build-out,False
E100002017109,E100002017111,Felda Asset Holdings Company,build-out,False
E100002013776,E100000123261,natural person(s),build-out,True
E100000003105,E100002021196,GPSC Holding (Thailand),build-out,False
E100001011244,E100000001158,Blackstone,build-out,False
E100002019403,E100002022338,Public Sector Pension Investment Board,build-out,False
E100002021296,E100000152388,Neo Next + Energy,build-out,False
E100002005627,E100002005629,Far Eastern New Century,build-out,False
E100000131858,E100002009177,HMS Bergbau,build-out,False
E100002006365,E100002006366,Sepah Investment Company,build-out,False
E100000003906,E100000000107,Capital Power,build-out,False
E100002016525,E100000123261,natural person(s),build-out,True
E100002006373,E100001014342,CEMEX,build-out,False
E100001010991,E100002017476,APD Ventures,build-out,False
E100001015960,E100001014834,Gaznat,build-out,False
E100000120972,E100001000178,The Master Trust Bank of Japan,build-out,False
E100002016768,E100001011694,EWP Renewable,build-out,False
E100000000388,E100001016749,AMUNDI Asset Management,build-out,False
E100000004039,E100002016362,Beagley Copperman,build-out,False
E100002006280,E100002006282,Tongyang,build-out,False
E100002013843,E100001010134,Government of Brunei,build-out,False
E100002017211,E100002017212,Sae-A Trading,build-out,False
E100001010711,E100000123261,natural person(s),build-out,True
E100002005849,E100000123261,natural person(s),build-out,True
E100001015053,E100001015054,MPLX,build-out,False
E100002006324,E100002005786,Vietnam Cement Industry,build-out,False
E100002008088,E100001015045,Santos,build-out,False
E100000003834,E100000000697,Edra Power Holdings,build-out,False
E100001016731,E100002003315,Dynamotive Energy Systems,build-out,False
E100000131392,E100000123261,natural person(s),build-out,True
E100000190092,E100002024731,Concrem Participações Societárias,build-out,False
E100002006965,E100002006967,NK Trustee for Commercial Investments,build-out,False
E100001016326,E100002017564,Ejabi Holding Co,build-out,False
E100000190153,E100000123261,natural person(s),build-out,True
E100000153651,E100002004060,City of Luxembourg,build-out,False
E100000126073,E100001014866,Government of China,build-out,False
E100001000083,E100001015587,small shareholder(s),build-out,True
E100002005809,E100002005812,Schmid Industrieholding,build-out,False
E100002011507,E100002017045,Global Diversified Infrastructure Fund,build-out,False
E100001014258,E100001000209,Government of Bahrain,build-out,False
E100002001268,E100002017500,Al Awael Investment Holding,build-out,False
E100000000369,E100002016530,FAM,build-out,False
E100002015614,E100000123261,natural person(s),build-out,True
E100000120035,E100001000178,The Master Trust Bank of Japan,build-out,False
E100000002764,E100002024607,DS Smith Packaging Beteiligungen,build-out,False
E100000134070,E100002019161,Ministry of Urban Development and Housing (Afghanistan),build-out,False
E100000122704,E100000123750,Weifang Chenrong Equity Investment Fund Partnership,build-out,False
E100001015875,E100001015646,Tailwater Capital,build-out,False
E100002016454,E100000123261,natural person(s),build-out,True
E100000131834,E100000123261,natural person(s),build-out,True
E100002016831,E100002016834,HKW Private Foundation,build-out,False
E100002005077,E100002005078,Suez Cement Company,build-out,False
E100002017760,E100001010595,The Vanguard Group,build-out,False
E100001015289,E100001014674,BP Midstream Partners,build-out,False
E100000189361,E100000000746,Shell,build-out,False
E100000127327,E100000130249,Shanxi Yangcheng Yangtai Group Jingxin Coal Industry Co Ltd Trade Union Committee,build-out,False
E100002023969,E100002015793,Crewell International,build-out,False
E100002005483,E100002005243,Buzzi,build-out,False
E100000132382,E100000123261,natural person(s),build-out,True
E100000003422,E100001015587,small shareholder(s),build-out,True
E100002016371,E100000133919,Old Mutual,build-out,False
E100002007418,E100002007419,Ittihad International Investment,build-out,False
E100001015623,E100002022091,Suzuyo & Co.,build-out,False
E100001015534,E100000000406,EWE,build-out,False
E100000001278,E100001010596,State Street,build-out,False
E100002006019,E100002005786,Vietnam Cement Industry,build-out,False
E100002016892,E100001015587,small shareholder(s),build-out,True
E100000003267,E100000000107,Capital Power,build-out,False
E100002015185,E100002016744,Region of Zealand,build-out,False
E100002004326,E100001000279,Government of Libya,build-out,False
E100002025045,E100002025046,BlackRock Financial Management,build-out,False
E100002015426,E100002015429,Galaks Holding,build-out,False
E100002017311,E100002017314,Sichuan Hanlong Group,build-out,False
E100000151463,E100002022238,"Danish Ministry of Climate, Energy and Utilities",build-out,False
E100002015132,E100000139852,JPMorgan Chase Bank,build-out,False
E100001013179,E100002017719,Pacific Minerals,build-out,False
E100002024474,E100002025067,Oliveira Trust Servicer,build-out,False
E100002005601,E100000188255,Murarka Group,build-out,False
E100000001245,E100001015587,small shareholder(s),build-out,True
E100002015217,E100000001234,I Squared Capital Advisors,build-out,False
E100002006307,E100002006291,PT Conch Cement Indonesia,build-out,False
E100000003076,E100001011056,Centrenergoholding,build-out,False
E100000190232,E100002007351,Polimix Concreto,build-out,False
E100001015265,E100001015263,M Vest,build-out,False
E100002016113,E100001015587,small shareholder(s),build-out,True
E100002006186,E100002005110,Titan Cement Company,build-out,False
E100000000747,E100001015412,Exor,build-out,False
E100001016329,E100002017566,Mohammad Y. Al Nisf & Partners,build-out,False
E100000002548,E100000002320,South Texas Electric Cooperative,build-out,False
E100001011091,E100000123261,natural person(s),build-out,True
E100002006044,E100000123261,natural person(s),build-out,True
E100001011389,E100002016534,GPL Power,build-out,False
E100002018503,E100002018504,BHE Geothermal,build-out,False
E100002006756,E100000132883,Sarrai Group,build-out,False
E100002016620,E100002016627,EthiasCo,build-out,False
E100000121077,E100000003763,PT PLN Batam,build-out,False
E100002005891,E100002005892,F Scott,build-out,False
E100001015960,E100001014696,Ganeos,build-out,False
E100002006131,E100001014849,FMR,build-out,False
E100001014523,E100001014524,Holly Energy Partners,build-out,False
E100001010887,E100002022047,The Stock Exchange of Thailand,build-out,False
E100002020934,E100002020935,Neo Energy Consolidated Holdings,build-out,False
E100000190336,E100000190131,Companhia De Saneamento Básico Do Estado De São Paulo,build-out,False
E100002006949,E100002006950,SPZ Austria Beteiligungs,build-out,False
E100002017317,E100001015587,small shareholder(s),build-out,True
E100002017022,E100002017023,Therma NatGas Power,build-out,False
E100002021999,E100001012537,Chadormalu Mining & Industrial,build-out,False
E100002016272,E100001000408,Samruk-Energo,build-out,False
E100001015911,E100001015913,Totalenergies Upstream UK,build-out,False
E100001016406,E100002024813,1562880 B.C.,build-out,False
E100000131996,E100002010644,Garima Buildprop,build-out,False
E100002023088,E100000001586,Motor Oil Hellas,build-out,False
E100000131357,E100002022586,STH Group,build-out,False
E100002015984,E100001015587,small shareholder(s),build-out,True
E100002022607,E100001001089,Navajo Transitional Energy Company,build-out,False
E100002016154,E100002016616,Hiroshima Prefectural Environmental Conservation,build-out,False
E100002015489,E100000123261,natural person(s),build-out,True
E100001011132,E100001015587,small shareholder(s),build-out,True
E100002006170,E100000000414,Heidelberg Materials,build-out,False
E100002006772,E100001000571,Holcim,build-out,False
E100002012046,E100002012097,Unilin,build-out,False
E100002005585,E100000123261,natural person(s),build-out,True
E100002017063,E100002017064,La Poste,build-out,False
E100002004828,E100001015587,small shareholder(s),build-out,True
E100000128157,E100000124276,Chongqing Liangjiang New Area Development & Investment Group,build-out,False
E100002020994,E100002021642,Sustainable Power,build-out,False
E100001014633,E100000123261,natural person(s),build-out,True
E100001015697,E100001015700,National Bank of Pakistan,build-out,False
E100000139525,E100001000208,Constellation Energy,build-out,False
E100002006326,E100002006328,Philcement,build-out,False
E100002015468,E100001015587,small shareholder(s),build-out,True
E100000130816,E100001000605,Metinvest,build-out,False
E100002007374,E100000179513,Anhui Conch Cement,build-out,False
E100002017132,E100002017134,City of Seinäjoki,build-out,False
E100002010810,E100002010814,PT Borneo Berkat Makmur,build-out,False
E100000149780,E100000123261,natural person(s),build-out,True
E100002016284,E100002016285,Diamond Mint,build-out,False
E100000127561,E100000124530,Sichuan Coal Industry Group Dazhu Coal and Electricity Group,build-out,False
E100001000102,E100001015587,small shareholder(s),build-out,True
E100002006332,E100002024162,Quikrete Holdings,build-out,False
E100000150598,E100001014054,Wit Europese Investering,build-out,False
E100000004095,E100002024650,Holding für Versorgung und Verkehr Bochum,build-out,False
E100000000111,E100001015587,small shareholder(s),build-out,True
E100001014799,E100001014345,Compañía General de Combustibles,build-out,False
E100000002654,E100002016164,Indigenous Communities Syndicate,build-out,False
E100002015828,E100001011407,UNACEM Corp,build-out,False
E100000001269,E100001015587,small shareholder(s),build-out,True
E100002004155,E100002016434,SDB Mining,build-out,False
E100002015762,E100002016937,Ashima Bansal Family Trust,build-out,False
E100000132878,E100001015587,small shareholder(s),build-out,True
E100002006166,E100001015587,small shareholder(s),build-out,True
E100002008855,E100000120931,Nippon Paper Industries,build-out,False
E100001014054,E100000123261,natural person(s),build-out,True
E100002016717,E100000123261,natural person(s),build-out,True
E100000131502,E100002022565,Kinetic Crest,build-out,False
E100000190087,E100000123261,natural person(s),build-out,True
E100002006194,E100000000838,Semapa - Sociedade de Investimento e Gestão,build-out,False
E100001014535,E100001014536,ARB Midstream,build-out,False
E100000001016,E100001015587,small shareholder(s),build-out,True
E100000131913,E100000123261,natural person(s),build-out,True
E100001014294,E100000123261,natural person(s),build-out,True
E100001011696,E100001015587,small shareholder(s),build-out,True
E100001010432,E100002022077,PT Adaro Strategic Lestari,build-out,False
E100002004127,E100001015587,small shareholder(s),build-out,True
E100000133660,E100002023156,The World Bank Group,build-out,False
E100001015993,E100000000874,Rosneft,build-out,False
E100001015984,E100001015987,AzValor Asset Management SGIIC,build-out,False
E100001015857,E100001015587,small shareholder(s),build-out,True
E100000003085,E100000140036,United Illuminating,build-out,False
E100002006021,E100002006024,Anastasios G Leventis Foundation,build-out,False
E100000128157,E100000124944,Chongqing Changxingyou Energy,build-out,False
E100000000245,E100001000328,HKSCC Nominees,build-out,False
E100002016338,E100001000348,BlackRock,build-out,False
E100002016136,E100000123261,natural person(s),build-out,True
E100000000107,E100001015587,small shareholder(s),build-out,True
E100002016837,E100000123261,natural person(s),build-out,True
E100002016787,E100002016788,BTG Pactual G7 Holding,build-out,False
E100002016884,E100000123261,natural person(s),build-out,True
E100002003264,E100002012073,Rethmann,build-out,False
E100001013538,E100000133214,DBS Bank,build-out,False
E100002022052,E100002022053,ACH GP,build-out,False
E100001015053,E100000000112,Enbridge,build-out,False
E100002016627,E100002016628,Government of Belgium,build-out,False
E100001016927,E100002017211,Tailim Paper,build-out,False
E100002002442,E100002001604,Pilani Investment and Industries,build-out,False
E100000120754,E100001015587,small shareholder(s),build-out,True
E100001015276,E100001000264,Government of Hungary,build-out,False
E100002006328,E100000121352,Sumitomo Osaka Cement,build-out,False
E100002017467,E100000000885,Aljomaih Holding,build-out,False
E100002001361,E100002001362,Enterprise NGL Pipelines,build-out,False
E100002019714,E100000001242,Invenergy,build-out,False
E100001015853,E100002022195,Grace Partners of DuPage,build-out,False
E100000001235,E100001015587,small shareholder(s),build-out,True
E100000121304,E100002017459,Jahangir Siddiqui & Co,build-out,False
E100002025112,E100000123261,natural person(s),build-out,True
E100001013486,E100001015587,small shareholder(s),build-out,True
E100002008598,E100001015597,Oaktree Capital Management,build-out,False
E100002017603,E100002007093,Wonderful Group of Companies,build-out,False
E100002006114,E100000000414,Heidelberg Materials,build-out,False
E100002017258,E100002017259,Libyan Foreign Bank,build-out,False
E100000001293,E100001010596,State Street,build-out,False
E100000120706,E100002009190,Kanden Energy Solutions,build-out,False
E100002014046,E100001014849,FMR,build-out,False
E100000152698,E100001014213,Canton of Aargau,build-out,False
E100002006197,E100001012407,Government of Angola,build-out,False
E100002007364,E100002007696,Crh (Uk),build-out,False
