entity_id,coal_mw,gas_mw,bio_mw,vintage,blank_rule,name,fossil_mw,thermal_mw,fossil_share,coal_share
E100000000487,2000.0,1995.0,0.0,March 2025,impute,HK Electric Investments and HK Electric Investments,3995.0,3995.0,1.0,0.5006257822277848
E100000000505,0.0,197.0,0.0,March 2025,impute,MOL Magyar Olajes Gazipari,197.0,197.0,1.0,0.0
E100000000512,450.63,0.0,0.0,March 2025,impute,GVK Power & Infrastructure,450.63,450.63,1.0,1.0
E100000000513,0.0,321.82,0.0,March 2025,impute,GAIL,321.82,321.82,1.0,0.0
E100000000522,1252.0,45.2,0.0,March 2025,impute,National Aluminium,1297.2,1297.2,1.0,0.9651557200123342
E100000000524,0.0,739.25,0.0,March 2025,impute,Oil and Natural Gas Corporation,739.25,739.25,1.0,0.0
E100000000530,0.0,94.0,0.0,March 2025,impute,Tata Chemicals,94.0,94.0,1.0,0.0
E100000000531,185.0,50.0,0.0,March 2025,impute,UltraTech Cement,235.0,235.0,1.0,0.7872340425531915
E100000000533,0.0,163.93,0.0,March 2025,impute,PT Medco Energi Internasional,163.93,163.93,1.0,0.0
E100000000543,0.0,2320.8,0.0,March 2025,impute,Ghadir Investment Company,2320.8,2320.8,1.0,0.0
E100000000552,0.0,9234.4,0.0,March 2025,impute,MAPNA Group,9234.4,9234.4,1.0,0.0
E100000000580,0.0,280.8,50.0,March 2025,impute,Smurfit Kappa Group,280.8,330.8,0.848851269649335,0.0
E100000000585,0.0,258.97,0.0,March 2025,impute,Delek Group,258.97,258.97,1.0,0.0
E100000000598,0.0,340.21,0.0,March 2025,impute,Rapac Communication and Infrastructure,340.21,340.21,1.0,0.0
E100000000602,0.0,6766.5,252.0,March 2025,impute,A2A,6766.5,7018.5,0.9640948920709553,0.0
E100000000608,4550.0,7521.0,0.0,March 2025,impute,Enel,12071.0,12071.0,1.0,0.3769364592825781
E100000000610,0.0,5784.8,0.0,March 2025,impute,Eni,5784.8,5784.8,1.0,0.0
E100000000619,0.0,241.6,0.0,March 2025,impute,Hera,241.6,241.6,1.0,0.0
E100000000620,0.0,2523.0,0.0,March 2025,impute,Iren,2523.0,2523.0,1.0,0.0
E100000000630,6574.99,26157.02,171.8,March 2025,impute,Chubu Electric Power,32732.010000000002,32903.810000000005,0.994778720154292,0.20087339579818042
E100000000635,0.0,1586.7,67.5,March 2025,impute,ENEOS Holdings,1586.7,1654.2,0.9591947769314473,0.0
E100000000638,0.0,361.39,0.0,March 2025,impute,INPEX,361.39,361.39,1.0,0.0
E100000000639,0.0,749.23,24.5,March 2025,impute,Idemitsu Kosan,749.23,773.73,0.9683352073720807,0.0
E100000000641,9538.65,8306.59,0.0,March 2025,impute,J-POWER,17845.239999999998,17845.239999999998,1.0,0.5345206901112005
E100000000643,0.0,281.7,0.0,March 2025,impute,JFE Holdings,281.7,281.7,1.0,0.0
E100000000645,0.0,1180.0,0.0,March 2025,impute,Japan Petroleum Exploration,1180.0,1180.0,1.0,0.0
E100000000646,2651.6,11517.0,331.0,March 2025,impute,Kansai Electric Power,14168.6,14499.6,0.9771717840492151,0.18714622475050463
E100000000647,2700.0,1248.2,0.0,March 2025,impute,Kobe Steel,3948.2,3948.2,1.0,0.6838559343498304
E100000000648,3307.65,6746.2,116.9,March 2025,impute,Kyushu Electric Power,10053.85,10170.75,0.9885062556841925,0.32899337069878704
E100000000649,1462.63,4896.62,35.52,March 2025,impute,Marubeni,6359.25,6394.77,0.9944454609000792,0.23000039312812048
E100000000650,522.38,4773.76,123.2,March 2025,impute,Mitsubishi,5296.14,5419.34,0.9772666044204645,0.098634099551749
E100000000651,1243.99,5979.32,0.0,March 2025,impute,Mitsui &,7223.3099999999995,7223.3099999999995,1.0,0.17221883042538672
E100000000652,2253.15,1876.95,0.0,March 2025,impute,Nippon Steel,4130.1,4130.1,1.0,0.5455436914360426
E100000000654,246.05,3805.17,112.12,March 2025,impute,Osaka Gas,4051.2200000000003,4163.34,0.9730696988475599,0.060734791001229256
E100000000655,1508.45,2527.25,0.0,March 2025,impute,Shikoku Electric Power Co,4035.7,4035.7,1.0,0.3737765443417499
E100000000656,0.0,807.95,36.75,March 2025,impute,Sojitz,807.95,844.7,0.9564934296199834,0.0
E100000000657,4846.88,3267.08,125.0,March 2025,impute,Sumitomo,8113.96,8238.96,0.9848281821977533,0.5973507387268362
E100000000658,5356.99,6721.0,0.0,March 2025,impute,Tohoku Electric Power,12077.99,12077.99,1.0,0.44353323690448493
E100000000659,6655.54,26287.77,0.0,March 2025,impute,Tokyo Electric Power,32943.31,32943.31,1.0,0.20203009351519324
E100000000660,0.0,1572.12,51.0,March 2025,impute,Tokyo Gas,1572.12,1623.12,0.9685790329735324,0.0
E100000000661,0.0,29.64,0.0,March 2025,impute,Toyo Engineering,29.64,29.64,1.0,0.0
E100000000662,0.0,542.27,1.27,March 2025,impute,Toyota Tsusho,542.27,543.54,0.9976634654303271,0.0
E100000000669,0.0,88.57,0.0,March 2025,impute,National Company KazMunayGas,88.57,88.57,1.0,0.0
E100000000685,0.0,1045.0,70.0,March 2025,impute,Ignitis Grupe,1045.0,1115.0,0.9372197309417041,0.0
E100000000687,88.5,1952.39,0.0,March 2025,impute,ArcelorMittal,2040.89,2040.89,1.0,0.043363434580011656
E100000000692,0.0,483.0,0.0,March 2025,impute,Tenaris,483.0,483.0,1.0,0.0
E100000000706,6810.0,5816.3,0.0,March 2025,impute,Tenaga Nasional,12626.3,12626.3,1.0,0.5393504035228056
E100000000707,231.0,4592.5,0.0,March 2025,impute,YTL Corporation,4823.5,4823.5,1.0,0.04789053591790194
E100000000712,0.0,114.0,0.0,March 2025,impute,Cydsa,114.0,114.0,1.0,0.0
E100000000718,0.0,516.2,0.0,March 2025,impute,Grupo México,516.2,516.2,1.0,0.0
E100000000735,0.0,573.0,0.0,March 2025,impute,Akzo Nobel,573.0,573.0,1.0,0.0
E100000000741,0.0,54.12,0.0,March 2025,impute,LyondellBasell Industries,54.12,54.12,1.0,0.0
E100000000746,0.0,3429.32,0.0,March 2025,impute,Shell,3429.32,3429.32,1.0,0.0
E100000000747,32.0,112.0,0.0,March 2025,impute,Stellantis,144.0,144.0,1.0,0.2222222222222222
E100000000759,0.0,96.0,0.0,March 2025,impute,Oando,96.0,96.0,1.0,0.0
E100000000766,0.0,1161.0,0.0,March 2025,impute,Equinor,1161.0,1161.0,1.0,0.0
E100000000773,0.0,114.76,0.0,March 2025,impute,Wärtsilä,114.76,114.76,1.0,0.0
E100000000774,0.0,68.0,0.0,March 2025,impute,Yara International,68.0,68.0,1.0,0.0
E100000000776,0.0,164.0,0.0,March 2025,impute,Dhofar International Development & Investment Holding Company,164.0,164.0,1.0,0.0
E100000000805,0.0,249.85,0.0,March 2025,impute,ACEN,249.85,249.85,1.0,0.0
E100000000808,160.32,0.0,0.0,March 2025,impute,Ayala,160.32,160.32,1.0,1.0
E100000000810,0.0,2058.88,0.0,March 2025,impute,First Generation Holdings,2058.88,2058.88,1.0,0.0
E100000000813,838.82,400.0,0.0,March 2025,impute,Manila Electric,1238.8200000000002,1238.8200000000002,1.0,0.6771120905377698
E100000000815,3581.27,1251.0,0.0,March 2025,impute,San Miguel,4832.27,4832.27,1.0,0.7411154591941261
E100000000817,134.0,235.2,0.0,March 2025,impute,Vivant,369.2,369.2,1.0,0.3629469122426869
E100000000818,0.0,21.0,0.0,March 2025,impute,Arctic Paper,21.0,21.0,1.0,0.0
E100000000824,0.0,49.5,0.0,March 2025,impute,KGHM Polska Miedź,49.5,49.5,1.0,0.0
E100000000826,13140.4,2250.0,68.0,March 2025,impute,Polska Grupa Energetyczna,15390.4,15458.4,0.9956010971381255,0.8538049693315314
E100000000827,700.42,1121.46,0.0,March 2025,impute,ORLEN,1821.88,1821.88,1.0,0.3844490306716139
E100000000828,0.0,129.0,0.0,March 2025,impute,Polenergia,129.0,129.0,1.0,0.0
E100000000832,4423.5,304.0,40.0,March 2025,impute,TAURON Polska Energia,4727.5,4767.5,0.9916098584163607,0.935695399259651
E100000000834,1708.54,2891.88,0.0,March 2025,impute,EDP,4600.42,4600.42,1.0,0.3713878298068437
E100000000836,0.0,28.3,0.0,March 2025,impute,Galp Energia,28.3,28.3,1.0,0.0
E100000000837,0.0,0.0,26.46,March 2025,impute,Mota-Engil,0.0,26.46,0.0,
E100000000838,0.0,147.0,95.0,March 2025,impute,Semapa - Sociedade de Investimento e Gestão,147.0,242.0,0.6074380165289256,0.0
E100000000840,0.0,200.0,0.0,March 2025,impute,Industries Qatar,200.0,200.0,1.0,0.0
E100000000860,0.0,110.0,0.0,March 2025,impute,Mechel,110.0,110.0,1.0,0.0
E100000000864,3002.0,1326.0,0.0,March 2025,impute,RusHydro,4328.0,4328.0,1.0,0.69362292051756
E100000000869,0.0,4269.1,0.0,March 2025,impute,LUKOIL,4269.1,4269.1,1.0,0.0
E100000000870,0.0,1212.0,0.0,March 2025,impute,Norilsk Nickel Mining and Metallurgical Company,1212.0,1212.0,1.0,0.0
E100000000874,0.0,1368.09,0.0,March 2025,impute,Rosneft,1368.09,1368.09,1.0,0.0
E100000000881,0.0,684.0,0.0,March 2025,impute,Tatneft,684.0,684.0,1.0,0.0
E100000000882,0.0,10002.09,0.0,March 2025,impute,ACWA Power,10002.09,10002.09,1.0,0.0
E100000000888,0.0,6098.0,0.0,March 2025,impute,Saudi Arabian Oil,6098.0,6098.0,1.0,0.0
E100000000889,0.0,280.0,0.0,March 2025,impute,Saudi Basic Industries,280.0,280.0,1.0,0.0
E100000000890,0.0,61867.05,0.0,March 2025,impute,Saudi Electricity,61867.05,61867.05,1.0,0.0
E100000000904,0.0,1300.0,0.0,March 2025,impute,Keppel,1300.0,1300.0,1.0,0.0
E100000000909,600.0,2427.5,0.0,March 2025,impute,Sembcorp Industries,3027.5,3027.5,1.0,0.1981833195706028
E100000000927,0.0,324.0,0.0,March 2025,impute,Sasol,324.0,324.0,1.0,0.0
E100000000935,267.0,3231.79,147.0,March 2025,impute,GS Holdings,3498.79,3645.79,0.9596795207623039,0.07631209646763595
E100000000938,0.0,827.0,0.0,March 2025,impute,Hanjin Heavy Industries & Construction Holdings,827.0,827.0,1.0,0.0
E100000000947,36438.99,24026.59,416.31,March 2025,impute,Korea Electric Power,60465.58,60881.89,0.9931620059758329,0.6026402128285215
E100000000950,0.0,270.0,0.0,March 2025,impute,Korea Zinc,270.0,270.0,1.0,0.0
E100000000953,357.0,4400.3,0.0,March 2025,impute,POSCO Holdings,4757.3,4757.3,1.0,0.07504256616147814
E100000000955,395.2,1122.0,0.0,March 2025,impute,SK Gas,1517.2,1517.2,1.0,0.26047983126812546
E100000000960,603.2,1293.5,0.0,March 2025,impute,Samsung C&T,1896.7,1896.7,1.0,0.31802604523646333
E100000000968,0.0,7912.6,0.0,March 2025,impute,Endesa,7912.6,7912.6,1.0,0.0
E100000000975,0.0,7280.3,0.0,March 2025,impute,Iberdrola,7280.3,7280.3,1.0,0.0
E100000000978,0.0,8664.13,24.5,March 2025,impute,Naturgy Energy Group,8664.13,8688.63,0.997180222888994,0.0
E100000000980,0.0,2216.0,0.0,March 2025,impute,Repsol,2216.0,2216.0,1.0,0.0
E100000001009,0.0,96.0,0.0,March 2025,impute,CTCI,96.0,96.0,1.0,0.0
E100000001012,1730.8,0.0,0.0,March 2025,impute,Formosa Chemicals & Fibre,1730.8,1730.8,1.0,1.0
E100000001013,1666.8,0.0,0.0,March 2025,impute,Formosa Petrochemical,1666.8,1666.8,1.0,1.0
E100000001015,1205.8,1243.0,0.0,March 2025,impute,Formosa Plastics,2448.8,2448.8,1.0,0.49240444299248604
E100000001016,1045.8,52.0,0.0,March 2025,impute,Nan Ya Plastics,1097.8,1097.8,1.0,0.9526325378028785
E100000001017,48.0,1401.4,0.0,March 2025,impute,Taiwan Cogeneration,1449.4,1449.4,1.0,0.03311715192493445
E100000001023,0.0,2563.34,0.0,March 2025,impute,B.Grimm Power,2563.34,2563.34,1.0,0.0
E100000001029,600.57,4586.8,0.0,March 2025,impute,Global Power Synergy,5187.37,5187.37,1.0,0.11577543148069254
E100000001030,0.0,5863.18,0.0,March 2025,impute,Gulf Energy Development,5863.18,5863.18,1.0,0.0
E100000001032,0.0,30.86,0.0,March 2025,impute,Italian-Thai Development,30.86,30.86,1.0,0.0
E100000001035,0.0,19.25,0.0,March 2025,impute,PTT,19.25,19.25,1.0,0.0
E100000001044,0.0,104.6,0.0,March 2025,impute,National Enterprises,104.6,104.6,1.0,0.0
E100000001057,225.0,889.7,0.0,March 2025,impute,Hacı Ömer Sabancı Holding,1114.7,1114.7,1.0,0.20184803086032116
E100000001063,0.0,112.0,0.0,March 2025,impute,Koç Holding,112.0,112.0,1.0,0.0
E100000001069,0.0,226.0,0.0,March 2025,impute,Petkim Petrokimya Holding,226.0,226.0,1.0,0.0
E100000001071,0.0,239.22,0.0,March 2025,impute,Turcas Petrol,239.22,239.22,1.0,0.0
E100000001072,0.0,265.83,0.0,March 2025,impute,Türkiye İş Bankasi,265.83,265.83,1.0,0.0
E100000001078,250.0,7633.55,0.0,March 2025,impute,Abu Dhabi National Energy Company,7883.55,7883.55,1.0,0.03171160200671017
E100000001096,0.0,1805.93,204.42,March 2025,impute,BP,1805.93,2010.3500000000001,0.8983162135946476,0.0
E100000001101,0.0,627.0,0.0,March 2025,impute,Centrica,627.0,627.0,1.0,0.0
E100000001103,0.0,384.0,0.0,March 2025,impute,DS Smith,384.0,384.0,1.0,0.0
E100000001104,0.0,96.0,2580.0,March 2025,impute,Drax Group,96.0,2676.0,0.03587443946188341,0.0
E100000001116,0.0,3480.4,0.0,March 2025,impute,National Grid,3480.4,3480.4,1.0,0.0
E100000001119,0.0,678.0,0.0,March 2025,impute,Rio Tinto,678.0,678.0,1.0,0.0
E100000001123,0.0,6146.8,0.0,March 2025,impute,SSE,6146.8,6146.8,1.0,0.0
E100000001126,0.0,65.0,0.0,March 2025,impute,Tate & Lyle,65.0,65.0,1.0,0.0
E100000001132,0.0,1802.36,0.0,March 2025,impute,Air Products and Chemicals,1802.36,1802.36,1.0,0.0
E100000001133,247.2,1244.8,0.0,March 2025,impute,Algonquin Power & Utilities,1492.0,1492.0,1.0,0.16568364611260053
E100000001135,1739.02,4509.88,0.0,March 2025,impute,Alliant Energy,6248.9,6248.9,1.0,0.2782921794235786
E100000001137,0.0,130.67,0.0,March 2025,impute,Alphabet,130.67,130.67,1.0,0.0
E100000001139,3488.8,3502.4,0.0,March 2025,impute,Ameren,6991.200000000001,6991.200000000001,1.0,0.4990273486668955
E100000001140,10661.27,7678.5,0.0,March 2025,impute,American Electric Power Company,18339.77,18339.77,1.0,0.5813197221121094
E100000001155,8314.89,6113.82,0.0,March 2025,impute,Berkshire Hathaway,14428.71,14428.71,1.0,0.5762739704381057
E100000001157,413.88,342.0,0.0,March 2025,impute,Black Hills,755.88,755.88,1.0,0.547547229719003
E100000001158,2560.0,1901.45,0.0,March 2025,impute,Blackstone,4461.45,4461.45,1.0,0.573804480606081
E100000001163,1888.32,4927.5,0.0,March 2025,impute,Cleco Corporate Holdings,6815.82,6815.82,1.0,0.27704956997103797
E100000001164,1514.03,3845.0,64.5,March 2025,impute,CMS Energy,5359.03,5423.53,0.9881073765610221,0.2825194111620946
E100000001169,0.0,623.0,0.0,March 2025,impute,California Resources,623.0,623.0,1.0,0.0
E100000001173,0.0,9094.32,0.0,March 2025,impute,Carlyle Group,9094.32,9094.32,1.0,0.0
E100000001177,530.4,0.0,0.0,March 2025,impute,CenterPoint Energy,530.4,530.4,1.0,1.0
E100000001179,0.0,1113.3,0.0,March 2025,impute,Chevron,1113.3,1113.3,1.0,0.0
E100000001186,0.0,716.0,0.0,March 2025,impute,Consolidated Edison,716.0,716.0,1.0,0.0
E100000001193,4576.2,12078.0,213.0,March 2025,impute,Dominion Energy,16654.2,16867.2,0.9873719408081958,0.27477753359512913
E100000001194,15255.75,25189.23,0.0,March 2025,impute,Duke Energy,40444.979999999996,40444.979999999996,1.0,0.377197615130481
E100000001195,0.0,143.8,0.0,March 2025,impute,Dupont,143.8,143.8,1.0,0.0
E100000001198,0.0,1586.0,0.0,March 2025,impute,Edison International,1586.0,1586.0,1.0,0.0
E100000001209,1757.79,20704.7,0.0,March 2025,impute,Entergy,22462.49,22462.49,1.0,0.07825445887788932
E100000001210,3045.56,4300.4,0.0,March 2025,impute,Evergy,7345.959999999999,7345.959999999999,1.0,0.4145897881284407
E100000001212,0.0,1925.0,0.0,March 2025,impute,Exelon,1925.0,1925.0,1.0,0.0
E100000001213,0.0,2047.51,0.0,March 2025,impute,Exxon Mobil,2047.51,2047.51,1.0,0.0
E100000001220,167.13,62.41,0.0,March 2025,impute,FreePort-McMoran,229.54,229.54,1.0,0.7281083906944323
E100000001223,0.0,3189.56,0.0,March 2025,impute,General Electric,3189.56,3189.56,1.0,0.0
E100000001235,666.96,671.0,0.0,March 2025,impute,IDACORP,1337.96,1337.96,1.0,0.49849023887111726
E100000001237,673.05,1789.7,235.42,March 2025,impute,ITOCHU,2462.75,2698.17,0.9127482701238246,0.27329205156836867
E100000001241,0.0,171.7,1067.2,March 2025,impute,International Paper,171.7,1238.9,0.13859068528533375,0.0
E100000001247,834.95,2317.8,395.7,March 2025,impute,KKR & Co.,3152.75,3548.45,0.8884865222843777,0.2648322892712711
E100000001250,241.87,176.0,0.0,March 2025,impute,MDU Resources Group,417.87,417.87,1.0,0.5788163782994711
E100000001251,323.49,407.13,0.0,March 2025,impute,MGE Energy,730.62,730.62,1.0,0.44276094276094274
E100000001254,0.0,1087.95,0.0,March 2025,impute,Marathon Petroleum,1087.95,1087.95,1.0,0.0
E100000001260,0.0,825.95,0.0,March 2025,impute,Morgan Stanley,825.95,825.95,1.0,0.0
E100000001262,7408.0,8422.52,0.0,March 2025,impute,NRG Energy,15830.52,15830.52,1.0,0.46795683275091404
E100000001265,0.0,270.0,0.0,March 2025,impute,New Fortress Energy,270.0,270.0,1.0,0.0
E100000001267,472.75,27901.1,0.0,March 2025,impute,NextEra Energy,28373.85,28373.85,1.0,0.016661468218095183
E100000001268,1387.0,877.0,0.0,March 2025,impute,NiSource,2264.0,2264.0,1.0,0.6126325088339223
E100000001269,2060.0,5541.39,0.0,March 2025,impute,OGE Energy,7601.39,7601.39,1.0,0.2710030665444083
E100000001270,0.0,1781.66,0.0,March 2025,impute,Occidental Petroleum,1781.66,1781.66,1.0,0.0
E100000001275,0.0,284.0,0.0,March 2025,impute,PBF Energy,284.0,284.0,1.0,0.0
E100000001277,212.71,717.5,0.0,March 2025,impute,PNM Resources,930.21,930.21,1.0,0.22866879521828404
E100000001278,5181.76,2296.53,0.0,March 2025,impute,PPL,7478.290000000001,7478.290000000001,1.0,0.6929070683271175
E100000001282,0.0,631.0,0.0,March 2025,impute,Phillips 66,631.0,631.0,1.0,0.0
E100000001283,998.57,4324.4,0.0,March 2025,impute,Pinnacle West Capital,5322.969999999999,5322.969999999999,1.0,0.1875963982513522
E100000001293,0.0,1827.0,0.0,March 2025,impute,Sempra Energy,1827.0,1827.0,1.0,0.0
E100000001305,3549.2,7114.83,0.0,March 2025,impute,AES,10664.029999999999,10664.029999999999,1.0,0.3328197688866217
E100000001306,0.0,2069.0,0.0,March 2025,impute,The Dow Chemical Company,2069.0,2069.0,1.0,0.0
E100000001307,0.0,168.0,0.0,March 2025,impute,The Procter & Gamble,168.0,168.0,1.0,0.0
E100000001309,9508.92,23509.94,0.0,March 2025,impute,Southern,33018.86,33018.86,1.0,0.2879845034019951
E100000001315,0.0,146.0,0.0,March 2025,impute,UGI,146.0,146.0,1.0,0.0
E100000001319,208.0,161.0,0.0,March 2025,impute,United States Steel,369.0,369.0,1.0,0.5636856368563685
E100000001321,0.0,173.0,0.0,March 2025,impute,Valero Energy,173.0,173.0,1.0,0.0
E100000001322,7971.0,24661.0,0.0,March 2025,impute,Vistra,32632.0,32632.0,1.0,0.2442694287815641
E100000001324,1708.84,4030.81,58.0,March 2025,impute,WEC Energy Group,5739.65,5797.65,0.9899959466335498,0.2977254710653089
E100000001329,5965.26,6185.0,0.0,March 2025,impute,Xcel Energy,12150.26,12150.26,1.0,0.49095739515039183
E100000001366,14782.42,900.0,56.1,March 2025,impute,An Hui Wenergy,15682.42,15738.52,0.9964354971115454,0.9426108980629265
E100000001371,2462.73,555.2,0.0,March 2025,impute,Aboitiz Power,3017.9300000000003,3017.9300000000003,1.0,0.8160328437041282
E100000001379,0.0,345.0,0.0,March 2025,impute,Antin Infrastructure Partners,345.0,345.0,1.0,0.0
E100000001384,0.0,2442.85,0.0,March 2025,impute,Ares Management,2442.85,2442.85,1.0,0.0
E100000001450,0.0,408.21,0.0,March 2025,impute,Doreen Power Generations and Systems,408.21,408.21,1.0,0.0
E100000001454,1825.0,1514.15,318.5,March 2025,impute,E.ON,3339.15,3657.65,0.9129222314874305,0.5465462767470763
E100000001465,225.0,0.0,0.0,March 2025,impute,Elektroprivreda Crne Gore,225.0,225.0,1.0,1.0
E100000001471,3687.3,480.0,0.0,March 2025,impute,En+ Group,4167.3,4167.3,1.0,0.8848175077388237
E100000001492,0.0,1143.42,0.0,March 2025,impute,Gazprom,1143.42,1143.42,1.0,0.0
E100000001534,266.12,161.19,0.0,March 2025,impute,JPMorgan Chase & Co,427.31,427.31,1.0,0.6227797149610353
E100000001551,395.0,0.0,0.0,March 2025,impute,Zespół Elektrociepłowni Wrocławskich Kogeneracja,395.0,395.0,1.0,1.0
E100000001558,0.0,0.0,27.22,March 2025,impute,LX International,0.0,27.22,0.0,
E100000001576,0.0,615.0,0.0,March 2025,impute,MVM Balance,615.0,615.0,1.0,0.0
E100000001597,93.17,135.28,0.0,March 2025,impute,Newmont,228.45,228.45,1.0,0.4078354125629241
E100000001607,0.0,107.68,638.14,March 2025,impute,Ørsted,107.68,745.8199999999999,0.14437800005363227,0.0
E100000001627,0.0,35.0,0.0,March 2025,impute,Petrokemija,35.0,35.0,1.0,0.0
E100000001636,1686.23,4987.4,0.0,March 2025,impute,RATCH Group,6673.629999999999,6673.629999999999,1.0,0.25267058557336863
E100000001645,9526.95,0.0,0.0,March 2025,impute,SDIC Power Holdings,9526.95,9526.95,1.0,1.0
E100000001647,0.0,4078.96,0.0,March 2025,impute,SK,4078.96,4078.96,1.0,0.0
E100000001651,0.0,120.31,0.0,March 2025,impute,SSAB,120.31,120.31,1.0,0.0
E100000001654,0.0,144.4,283.0,March 2025,impute,Sappi,144.4,427.4,0.33785680861020123,0.0
E100000001667,6422.93,7056.51,375.21,March 2025,impute,Shenzhen Energy Group,13479.44,13854.65,0.9729181177438623,0.47649828182773174
E100000001688,550.0,19.8,24.5,March 2025,impute,Sumitomo Chemical,569.8,594.3,0.9587750294464076,0.9652509652509653
E100000001734,0.0,991.5,0.0,March 2025,impute,Westlake,991.5,991.5,1.0,0.0
E100000001745,474.0,0.0,100.0,March 2025,impute,Zespół Elektrowni Pątnów Adamów Konin,474.0,574.0,0.8257839721254355,1.0
E100000001757,0.0,585.0,0.0,March 2025,impute,Aluar Aluminio Argentino,585.0,585.0,1.0,0.0
E100000001758,0.0,5890.61,0.0,March 2025,impute,Central Puerto,5890.61,5890.61,1.0,0.0
E100000001763,0.0,3691.52,0.0,March 2025,impute,Pampa Energia,3691.52,3691.52,1.0,0.0
E100000001768,0.0,362.2,0.0,March 2025,impute,APA Group,362.2,362.2,1.0,0.0
E100000001770,0.0,299.25,0.0,March 2025,impute,Energy World,299.25,299.25,1.0,0.0
E100000001801,0.0,533.0,0.0,March 2025,impute,Grupo Neoenergia,533.0,533.0,1.0,0.0
E100000001817,0.0,110.0,0.0,March 2025,impute,Algoma Steel Group,110.0,110.0,1.0,0.0
E100000001824,0.0,170.0,0.0,March 2025,impute,MEG Energy,170.0,170.0,1.0,0.0
E100000001827,347.2,640.76,0.0,March 2025,impute,Northland Power,987.96,987.96,1.0,0.35143123203368554
E100000001830,0.0,2706.34,0.0,March 2025,impute,TransAlta,2706.34,2706.34,1.0,0.0
E100000001870,1260.0,6719.33,0.0,March 2025,impute,Electricité de France,7979.33,7979.33,1.0,0.15790799478151674
E100000001873,0.0,130.0,0.0,March 2025,impute,Mercedes-Benz Group,130.0,130.0,1.0,0.0
E100000001880,0.0,84.0,0.0,March 2025,impute,Henkel,84.0,84.0,1.0,0.0
E100000001885,0.0,379.0,0.0,March 2025,impute,K+S,379.0,379.0,1.0,0.0
E100000001895,0.0,1338.0,0.0,March 2025,impute,Siemens Energy,1338.0,1338.0,1.0,0.0
E100000001905,0.0,238.0,0.0,March 2025,impute,Wacker Chemie,238.0,238.0,1.0,0.0
E100000001917,0.0,140.85,0.0,March 2025,impute,Hindustan Petroleum,140.85,140.85,1.0,0.0
E100000001918,0.0,714.4,0.0,March 2025,impute,Indian Oil Corporation,714.4,714.4,1.0,0.0
E100000001919,2064.0,58.0,0.0,March 2025,impute,KSK Energy Ventures,2122.0,2122.0,1.0,0.9726672950047125
E100000001924,0.0,77.5,0.0,March 2025,impute,Maruti Suzuki India,77.5,77.5,1.0,0.0
E100000001926,57025.0,6235.82,0.0,March 2025,impute,NTPC,63260.82,63260.82,1.0,0.9014268231110504
E100000001937,500.0,705.0,0.0,March 2025,impute,Reliance Infrastructure,1205.0,1205.0,1.0,0.4149377593360996
E100000001940,6344.5,234.0,0.0,March 2025,impute,Tata Power Company,6578.5,6578.5,1.0,0.9644295812115223
E100000001941,362.0,2732.0,0.0,March 2025,impute,Torrent Power,3094.0,3094.0,1.0,0.11700064641241112
E100000001942,0.0,50.0,0.0,March 2025,impute,UPL,50.0,50.0,1.0,0.0
E100000001943,0.0,500.0,0.0,March 2025,impute,PT AKR Corporindo,500.0,500.0,1.0,0.0
E100000001946,280.0,864.0,0.0,March 2025,impute,PT Cikarang Listrindo,1144.0,1144.0,1.0,0.24475524475524477
E100000001975,0.0,17.6,0.0,March 2025,impute,Avio,17.6,17.6,1.0,0.0
E100000001977,0.0,99.0,0.0,March 2025,impute,ERG,99.0,99.0,1.0,0.0
E100000001982,3563.9,5000.27,0.0,March 2025,impute,The Chugoku Electric Power,8564.17,8564.17,1.0,0.41614073517924094
E100000001983,0.0,796.4,0.0,March 2025,impute,East Japan Railway,796.4,796.4,1.0,0.0
E100000001984,0.0,218.8,0.0,March 2025,impute,Hitachi Zosen,218.8,218.8,1.0,0.0
E100000001985,1900.0,2367.4,0.0,March 2025,impute,Hokkaido Electric Power,4267.4,4267.4,1.0,0.4452359750667854
E100000001986,2900.0,1664.7,0.0,March 2025,impute,Hokuriku Electric Power,4564.7,4564.7,1.0,0.6353100970490941
E100000001989,0.0,398.0,0.0,March 2025,impute,Kawasaki Heavy Industries,398.0,398.0,1.0,0.0
E100000002000,0.0,176.9,0.0,March 2025,impute,Kenya Electricity Generating Company,176.9,176.9,1.0,0.0
E100000002037,0.0,587.0,0.0,March 2025,impute,Contact Energy,587.0,587.0,1.0,0.0
E100000002038,750.0,454.0,0.0,March 2025,impute,Genesis Energy,1204.0,1204.0,1.0,0.6229235880398671
E100000002054,951.39,1494.4,0.0,March 2025,impute,Hub Power Company,2445.79,2445.79,1.0,0.3889908782029528
E100000002056,0.0,1066.0,0.0,March 2025,impute,Kot Addu Power,1066.0,1066.0,1.0,0.0
E100000002067,0.0,200.0,0.0,March 2025,impute,Romgaz,200.0,200.0,1.0,0.0
E100000002080,0.0,300.0,0.0,March 2025,impute,Magnitogorskiy Metallurgicheskiy Kombinat,300.0,300.0,1.0,0.0
E100000002081,0.0,12229.0,0.0,March 2025,impute,Mosenergo,12229.0,12229.0,1.0,0.0
E100000002083,0.0,450.0,0.0,March 2025,impute,Kurgan Generating Company,450.0,450.0,1.0,0.0
E100000002087,4038.0,11834.0,0.0,March 2025,impute,OGK-2,15872.0,15872.0,1.0,0.2544102822580645
