entity_id,status
E100002002967,in old vintage only
E100002002972,in old vintage only
E100002002973,in old vintage only
E100002002974,in old vintage only
E100002002997,in old vintage only
E100002002998,in old vintage only
E100002003021,in old vintage only
E100002003022,in old vintage only
E100002003023,in old vintage only
E100002003024,in old vintage only
E100002003025,in old vintage only
E100002003026,in old vintage only
E100002003027,in old vintage only
E100002003157,in old vintage only
E100002003165,in old vintage only
E100002003226,in old vintage only
E100002003311,in old vintage only
E100002003321,in old vintage only
E100002003327,in old vintage only
E100002003378,in old vintage only
E100002003399,in old vintage only
E100002003403,in old vintage only
E100002003404,in old vintage only
E100002003442,in old vintage only
E100002003443,in old vintage only
E100002003472,in old vintage only
E100002003530,in old vintage only
E100002003589,in old vintage only
E100002003590,in old vintage only
E100002003646,in old vintage only
E100002003739,in old vintage only
E100002003768,in old vintage only
E100002003770,in old vintage only
E100002003829,in old vintage only
E100002004437,in old vintage only
E100002004553,in old vintage only
E100002004685,in old vintage only
E100002004696,in old vintage only
E100002004722,in old vintage only
E100002005396,in old vintage only
E100002005404,in old vintage only
E100002005405,in old vintage only
E100002005406,in old vintage only
E100002005666,in old vintage only
E100002005670,in old vintage only
E100002006637,in old vintage only
E100002006638,in old vintage only
E100002007640,in old vintage only
E100002007645,in old vintage only
E100002007648,in old vintage only
E100002007652,in old vintage only
E100002007662,in old vintage only
E100002007663,in old vintage only
E100002007671,in old vintage only
E100002007672,in old vintage only
E100002007674,in old vintage only
E100002007701,in old vintage only
E100002007717,in old vintage only
E100002007745,in old vintage only
E100002007765,in old vintage only
E100002007767,in old vintage only
E100002007772,in old vintage only
E100002007773,in old vintage only
E100002007777,in old vintage only
E100002007778,in old vintage only
E100002007782,in old vintage only
E100002007790,in old vintage only
E100002007807,in old vintage only
E100002007808,in old vintage only
E100002007809,in old vintage only
E100002007869,in old vintage only
E100002007948,in old vintage only
E100002007949,in old vintage only
E100002007989,in old vintage only
E100002008132,in old vintage only
E100002008133,in old vintage only
E100002008135,in old vintage only
E100002008273,in old vintage only
